corp,year,operating_income,revenue,net_income,outstanding_shares,total_liabilities,total_assets,cash_flow_per_share,sales_per_share,current_assets,current_liabilities,inventory,net_working_capital,non_current_assets,non_current_liabilities
비비안,2018,-4518301498.0,211392530262.0,-5760915970.0,13735890,36526957404.0,141137610322.0,54.92456280590482,15389.794928614017,79219702152.0,32372027884.0,50057364690.0,46847674268.0,61917908170.0,4154929520.0
비비안,2019,3103266867.0,196695231531.0,-2433111817.0,13735890,31975895773.0,133298819200.0,965.328402455174,14319.802468642367,70253375692.0,23447904826.0,41165865294.0,46805470866.0,63045443508.0,8527990947.0
비비안,2020,2011566911.0,183301139509.0,-52288713965.0,53471780,98783158199.0,189039183775.0,61.228561775949856,3427.9977122325085,103357881339.0,34218157627.0,39530942206.0,69139723712.0,85681302436.0,64565000572.0
비비안,2021,1419136499.0,187863421226.0,-3210480120.0,59587980,94893341764.0,198167472453.0,-55.85916929890894,3152.706657047277,88583995648.0,26916644111.0,40912988582.0,61667351537.0,109583476805.0,67976697653.0
비비안,2022,5712710660.0,213052156991.0,-8169625557.0,59587980,104480645980.0,201061180940.0,-26.48252486491403,3575.4217040248723,90886103322.0,98654688573.0,44265680377.0,-7768585251.0,110175077618.0,5825957407.0
비상교육,2018,10331869592.0,161921532042.0,2327868672.0,25993482,47413841569.0,254277214624.0,672.7646545391649,6229.312873204136,117397818529.0,43775900742.0,20208159882.0,73621917787.0,136879396095.0,3637940827.0
비상교육,2019,21937198122.0,199386233396.0,11156442161.0,25993482,71762132461.0,286170370038.0,1036.4883385380997,7670.624250956452,149287848995.0,64612083492.0,16890270038.0,84675765503.0,136882521043.0,7150048969.0
비상교육,2020,-14856788466.0,172313769654.0,-14904335734.0,25993482,67288899564.0,263230581094.0,728.6475821515563,6629.11454702375,115682690078.0,55303776825.0,14760303321.0,60378913253.0,147547891016.0,11985122739.0
비상교육,2021,7742344856.0,215573813894.0,6033786742.0,25993482,71577714119.0,271514539939.0,755.354892891995,8293.379620860338,119587165784.0,67485717164.0,20018276741.0,52101448620.0,151927374155.0,4091996955.0
비상교육,2022,3546451200.0,253028639290.0,-1021655503.0,25993482,112016003859.0,309226087513.0,77.06661289164722,9734.311058826208,140300766261.0,83561652212.0,42299503902.0,56739114049.0,168925321252.0,28454351647.0
비에이치,2018,91029824734.0,767882469568.0,83919850218.0,62971704,281845618183.0,469756137718.0,2564.7824091753973,12194.087515370396,242169816519.0,232066451088.0,24705869985.0,10103365431.0,227586321199.0,49779167095.0
비에이치,2019,62568027030.0,654853721434.0,56601199305.0,65701780,198485725797.0,477943795573.0,1076.7604552266316,9967.062101422518,232725404322.0,174409315762.0,43867335532.0,58316088560.0,245218391251.0,24076410035.0
비에이치,2020,34045702993.0,721358197178.0,25903845202.0,66945376,244143135882.0,561120408493.0,302.32870679522364,10775.325202117021,302183106112.0,226640749125.0,91367231008.0,75542356987.0,258937302381.0,17502386757.0
비에이치,2021,71085420062.0,1036962656916.0,81735535426.0,67620144,385423568360.0,793400422424.0,490.1119985784118,15335.114591237783,505029567771.0,371498083286.0,114416674569.0,133531484485.0,288370854653.0,13925485074.0
비에이치,2022,131267542314.0,1681053919767.0,140664719735.0,68928758,429340136571.0,1007315366070.0,2863.5028311840465,24388.2810098943,529238911435.0,412054834185.0,99698410629.0,117184077250.0,478076454635.0,17285302386.0
비케이탑스,2018,-19248726349.0,69990785252.0,-16579412055.0,188672904,107179162225.0,190646346383.0,-149.75553133480153,370.9636294780304,100059440335.0,102557311315.0,2190503419.0,-2497870980.0,90586906048.0,4621850910.0
비케이탑스,2019,-3699974761.0,11607561371.0,-35076589565.0,296640158,56326074476.0,97467794635.0,-50.865246407399766,39.13010783590535,18047828698.0,52786146571.0,762253830.0,-34738317873.0,79419965937.0,3539927905.0
비케이탑스,2020,-3417462534.0,9857851783.0,-48995223997.0,26143082,46182267987.0,69231084851.0,-638.3170846497746,377.0730544700124,12651239921.0,40866851573.0,751587070.0,-28215611652.0,56579844930.0,5315416414.0
비케이탑스,2021,-10337472155.0,24797884616.0,-34161711241.0,30194120,103067009232.0,108096533885.0,-921.4536568709404,821.2819123723427,45536574854.0,82067288386.0,36601263773.0,-36530713532.0,62559959031.0,20999720846.0
비케이탑스,2022,-9626618095.0,31912090435.0,-14400245631.0,54496290,89909718122.0,97463451863.0,37.67617393771209,585.5828063708557,68846398820.0,86096854972.0,32504228719.0,-17250456152.0,28617053043.0,3812863150.0
빙그레,2018,39329614676.0,855162971617.0,34201160684.0,19702482,108852814244.0,653929092795.0,3684.0421728084816,43403.819458736216,385844008835.0,95725756072.0,38700431236.0,290118252763.0,268085083960.0,13127058172.0
빙그레,2019,45782148344.0,878334259510.0,41057895775.0,19702482,113783206589.0,684922782174.0,3187.6450577648034,44579.878794458484,405145893468.0,94291434532.0,44324567521.0,310854458936.0,279776888706.0,19491772057.0
빙그레,2020,39847416288.0,959129489604.0,34876252444.0,19702482,174607300847.0,764138445081.0,3632.910294804482,48680.64285525042,325347696175.0,126324654521.0,55305923436.0,199023041654.0,438790748906.0,48282646326.0
빙그레,2021,26243919355.0,1147435118625.0,-19327115194.0,19702482,202369499606.0,760245280571.0,2816.974043168774,58238.10008429395,313908033967.0,160011490125.0,74374614961.0,153896543842.0,446337246604.0,42358009481.0
빙그레,2022,39407655268.0,1267685822673.0,25685517208.0,19702482,193497612928.0,769266587599.0,-570.6813543085586,64341.42777914985,315267835364.0,152445670179.0,127474596766.0,162822165185.0,453998752235.0,41051942749.0
사조대림,2018,36257334539.0,937110912753.0,14376103662.0,11928710,404569228944.0,720876009638.0,635.8528628829102,78559.28367384235,269241688062.0,320149601637.0,128936029370.0,-50907913575.0,451634321576.0,84419627307.0
사조대림,2019,49566681783.0,1329705655249.0,87072853404.0,18336494,647042371610.0,1070930246805.0,4216.2561753626405,72516.89746409537,433114575168.0,470889194573.0,243112511319.0,-37774619405.0,637815671637.0,176153177037.0
사조대림,2020,49420063503.0,1718104062168.0,36150823097.0,18336494,668029920517.0,1119656484623.0,4480.1194497704955,93698.61338639764,484759047319.0,496565567504.0,238714467007.0,-11806520185.0,634897437304.0,171464353013.0
사조대림,2021,102255264027.0,1813694742925.0,66562485727.0,18336494,616712557392.0,1135725586377.0,3401.768507491127,98911.7517735397,525060616719.0,523255894644.0,262869262051.0,1804722075.0,610664969658.0,93456662748.0
사조대림,2022,97652234741.0,2018752698679.0,73810464942.0,18336494,564420178134.0,1168252667285.0,3338.793492910913,110094.80322023392,578399925027.0,489700196443.0,327846805135.0,88699728584.0,589852742258.0,74719981691.0
사조동아원,2018,24807113621.0,413015572146.0,15718081613.0,282289200,291040536214.0,468191704663.0,101.6427367076034,1463.093778104157,181454612075.0,278789098196.0,69078069672.0,-97334486121.0,286737092588.0,12251438018.0
사조동아원,2019,12454479690.0,412225993901.0,887403451.0,282289200,269876818325.0,466881522100.0,-14.614652324637287,1460.2967237180876,185628068141.0,233179633557.0,74277279979.0,-47551565416.0,281253453959.0,36697184768.0
사조동아원,2020,16037788436.0,387603620092.0,9616138516.0,282289200,238715223148.0,446436770794.0,103.60981192337503,1373.072792342038,142831813804.0,214316372432.0,70777977133.0,-71484558628.0,303604956990.0,24398850716.0
사조동아원,2021,19110101101.0,412139560765.0,2275542111.0,282289200,237036708824.0,448788964545.0,-17.612466353654337,1459.9905372398237,194579526142.0,230423829683.0,92906771087.0,-35844303541.0,254209438403.0,6612879141.0
사조동아원,2022,15251124105.0,631567233187.0,1035395608.0,282289200,250702675272.0,481673723451.0,-204.3329750376564,2237.3056892966506,230815046192.0,245773663699.0,140598641435.0,-14958617507.0,250858677259.0,4929011573.0
사조산업,2018,54299408105.0,782090587232.0,41196834515.0,10000000,666183111097.0,1175998144636.0,1644.2562871,78209.0587232,355385070873.0,423900879645.0,162029819314.0,-68515808772.0,820613073763.0,242282231452.0
사조산업,2019,18235242972.0,735428242744.0,-14445128812.0,10000000,652389981058.0,1137411085874.0,3653.0381306,73542.8242744,325688127156.0,369626856196.0,118664340510.0,-43938729040.0,811722958718.0,282763124862.0
사조산업,2020,21917114997.0,621927419953.0,12133246358.0,10000000,584214918822.0,1087398591007.0,5528.8538563,62192.7419953,306932323484.0,350479111434.0,89525811374.0,-43546787950.0,780466267523.0,233735807388.0
사조산업,2021,49237466179.0,590393764176.0,55325013372.0,10000000,548108054331.0,1113856493438.0,4929.1294354,59039.3764176,320683527977.0,384178386265.0,92475658862.0,-63494858288.0,793172965461.0,163929668066.0
사조산업,2022,55173554439.0,660986318742.0,80131865013.0,10000000,523375978943.0,1166611978191.0,-27.2130976,66098.6318742,338171210782.0,429303021755.0,137808032089.0,-91131810973.0,828440767409.0,94072957188.0
삼부토건,2018,-9369499535.0,177427227023.0,-73282725714.0,49606262,215254239148.0,383718891215.0,-359.50245614152504,3576.7102754688513,246782658065.0,138599516407.0,30579916871.0,108183141658.0,136936233150.0,76654722741.0
삼부토건,2019,4957492088.0,226287328070.0,7421711533.0,272280630,212522074374.0,391314222174.0,-37.75536401175508,831.0812563861043,229820138425.0,125765761175.0,34378790377.0,104054377250.0,161494083749.0,86756313199.0
삼부토건,2020,-7849588856.0,379362245615.0,-21137963361.0,275092736,300131647810.0,459413597646.0,-98.88512849717704,1379.0340345991542,359476124002.0,222827615918.0,133276168046.0,136648508084.0,99937473644.0,77304031892.0
삼부토건,2021,-4353122537.0,357047939605.0,-2512440828.0,297912538,312924661168.0,519063458534.0,-127.79240368527222,1198.499203833442,414083373957.0,253806537896.0,123276170354.0,160276836061.0,104980084577.0,59118123272.0
삼부토건,2022,-62976130833.0,463157668948.0,-73437962943.0,395346750,329646601364.0,511831084722.0,-150.1187336736675,1171.5226417012407,412905353807.0,236815695645.0,177189850056.0,176089658162.0,98925730915.0,92830905719.0
삼성SDI,2018,714970606151.0,9158272454945.0,745049185447.0,140764852,7124501967739.0,19349721183929.0,1851.383578260005,65060.789855020055,5519342209666.0,4012822498262.0,1745650833399.0,1506519711404.0,13830378974263.0,3111679469477.0
삼성SDI,2019,462176462269.0,10097426164132.0,402366429569.0,140764852,7191751252868.0,19852096448004.0,6557.5434460585375,71732.58111429692,5181414896890.0,3741522650216.0,1707920528827.0,1439892246674.0,14670681551114.0,3450228602652.0
삼성SDI,2020,671335358424.0,11294770446035.0,630966297526.0,140764852,8175305378713.0,21534232266829.0,13844.508858695777,80238.57010864474,5657405165394.0,4983633140961.0,1810785260639.0,673772024433.0,15876827101435.0,3191672237752.0
삼성SDI,2021,1067575600497.0,13553220248796.0,1250401560241.0,140764852,10636493682081.0,25833192996936.0,15458.598703069712,96282.70165620606,7444907068203.0,6461285795016.0,2487316318701.0,983621273187.0,18388285928733.0,4175207887065.0
삼성SDI,2022,1808013013202.0,20124069515854.0,2039361447986.0,140764852,13040023014999.0,30257525171127.0,18762.46894165029,142962.3178650733,9651702375329.0,8006938827488.0,3204515834716.0,1644763547841.0,20605822795798.0,5033084187511.0
삼성공조,2018,-1129798009.0,80861050609.0,6332358995.0,16252628,46285386207.0,260167988284.0,90.71176372215004,4975.260038499619,145458662816.0,41099807209.0,11856994264.0,104358855607.0,114709325468.0,5185578998.0
삼성공조,2019,-4080430800.0,75226694991.0,5039088673.0,16252628,39687515520.0,258430844508.0,452.22818395892654,4628.586527114261,126689287550.0,34986552606.0,10349710370.0,91702734944.0,131741556958.0,4700962914.0
삼성공조,2020,-1299934221.0,63768468961.0,5388558395.0,16252628,35616240675.0,258204690029.0,593.5381660122904,3923.578941264145,154025205081.0,31975710501.0,9184274729.0,122049494580.0,104179484948.0,3640530174.0
삼성공조,2021,1170697408.0,79578435154.0,-2479562400.0,16252628,37761206683.0,257514151759.0,595.4220971525343,4896.3426194213025,158908013145.0,34894401040.0,10369305541.0,124013612105.0,98606138614.0,2866805643.0
삼성공조,2022,8737465177.0,95745353970.0,40961799062.0,16252628,49783880589.0,308654791181.0,986.9775935928639,5891.069060954327,201631943530.0,41011848299.0,14713184857.0,160620095231.0,107022847651.0,8772032290.0
삼성물산,2018,1103890168247.0,31155636886660.0,1748243543408.0,382634966,19857716709970.0,42406651757716.0,4386.36548035184,81423.91484070486,13671291829533.0,13016831196271.0,1699301019223.0,654460633262.0,28735359928183.0,6840885513699.0
삼성물산,2019,866770072122.0,30761501059039.0,1047890680687.0,382634966,19213420293061.0,45905516600415.0,2014.5822976565084,80393.85783430729,11753694780360.0,10929358012187.0,1897381629004.0,824336768173.0,34151821820055.0,8284062280874.0
삼성물산,2020,857079813534.0,30216118916989.0,1160650819953.0,377029012,21386258023034.0,54331740265746.0,3362.8621017207024,80142.68917053258,12900558536675.0,10888458895923.0,2019263120927.0,2012099640752.0,41408132011527.0,10496617952664.0
삼성물산,2021,1195982736408.0,34455181882704.0,1829084039967.0,377029012,21892978957027.0,55245423114466.0,3171.458137813013,91386.0227888882,15144027183146.0,11675332106480.0,2810438798684.0,3468695076666.0,40101395931320.0,10217646850547.0
삼성물산,2022,2528524413589.0,43161653399535.0,2544956968509.0,377029012,27017371086433.0,58981492466950.0,6944.522402018761,114478.3346262356,20312841472941.0,16413402987394.0,4108795374087.0,3899438485547.0,38668650994009.0,10603968099039.0
삼성바이오로직스,2018,55678744526.0,535805801067.0,224109194872.0,132330000,1824940197145.0,5980408648293.0,-249.5074988664702,4049.0123257537975,1577683715574.0,710529786662.0,302360715341.0,867153928912.0,4402724932719.0,1114410410483.0
삼성바이오로직스,2019,91742387198.0,701591859755.0,202904099088.0,132330000,1557172766554.0,5911626511920.0,76.72950182120456,5301.835258482582,1356261664171.0,690505242703.0,452469927424.0,665756421468.0,4555364847749.0,866667523851.0
삼성바이오로직스,2020,292786554082.0,1164776873641.0,240974799963.0,132330000,1825417992598.0,6424201164962.0,1527.167131723721,8802.06206937958,1751347247953.0,589300919466.0,645960096442.0,1162046328487.0,4672853917009.0,1236117073132.0
삼성바이오로직스,2021,537309408072.0,1568006928039.0,393589467655.0,132330000,2978908646183.0,7970010786863.0,3435.3224308093404,11849.217320630243,2823175325351.0,1107294649465.0,1012870791066.0,1715880675886.0,5146835461512.0,1871613996718.0
삼성바이오로직스,2022,983627394377.0,3001295197683.0,798056210082.0,142348000,7597575863329.0,16582050258486.0,6695.196350394807,21084.210510038778,6457656567077.0,4181541561220.0,2375818961320.0,2276115005857.0,10124393691409.0,3416034302109.0
삼성에스디에스,2018,877355813196.0,10034218901478.0,638792258413.0,154755600,1865297206344.0,8013849390714.0,7731.74963729907,64839.132809914474,5881776287021.0,1574796377567.0,18774414708.0,4306979909454.0,2132073103693.0,290500828777.0
삼성에스디에스,2019,990089397088.0,10719631804166.0,750448957378.0,154755600,2296078793954.0,9021235882454.0,5775.47206535337,69268.13507340607,6383846734777.0,1698187475543.0,17481715898.0,4685659259234.0,2637389147677.0,597891318411.0
삼성에스디에스,2020,871618076210.0,11017431525517.0,452908951325.0,154755600,2295810891305.0,9154919055538.0,6328.707018608697,71192.45782069922,6581153129017.0,1720756826228.0,25746661465.0,4860396302789.0,2573765926521.0,575054065077.0
삼성에스디에스,2021,808097771607.0,13630002438924.0,633381433112.0,154755600,3073731543176.0,10517432175247.0,6334.109231782242,88074.37300442763,7575968337003.0,2370289617955.0,44302331418.0,5205678719048.0,2941463838244.0,703441925221.0
삼성에스디에스,2022,916074023314.0,17234749537662.0,1130012585621.0,154755600,3485454954575.0,11952424889489.0,8334.387943389447,111367.53395458388,8005764371670.0,2493322920021.0,40898414807.0,5512441451649.0,3946660517819.0,992132034554.0
삼성엔지니어링,2018,196396324670.0,5466957803292.0,62855609957.0,392000000,3621792741484.0,4619648609526.0,1138.3887334438775,13946.320926765306,2952247503442.0,3378225878557.0,0.0,-425978375115.0,1667401106084.0,243566862927.0
삼성엔지니어링,2019,422717496667.0,6392058453386.0,323809854401.0,392000000,3270525561644.0,4565711799514.0,2000.3169614693877,16306.271564760204,2901788916958.0,2977490493635.0,0.0,-75701576677.0,1663922882556.0,293035068009.0
