corp,year,operating_income,revenue,net_income,outstanding_shares,total_liabilities,total_assets,cash_flow_per_share,sales_per_share,current_assets,current_liabilities,inventory,net_working_capital,non_current_assets,non_current_liabilities
한세엠케이,2020,-18861876976.0,220214372262.0,-23006381384.0,25818644,71842627238.0,149681758411.0,246.86293501703653,8529.277225480935,106289473591.0,63075764888.0,61709920601.0,43213708703.0,43392284820.0,8766862350.0
한세엠케이,2021,-12087443066.0,207665255591.0,-30982030827.0,25818644,82126553947.0,129057654156.0,486.9921624079096,8043.228590587484,96724829179.0,77685147707.0,57420454568.0,19039681472.0,32332824977.0,4441406240.0
한세엠케이,2022,-21130809388.0,271479748299.0,-37767478201.0,60213004,186180876919.0,224809704278.0,-86.72891839111698,4508.656440708389,163580974815.0,171255785967.0,100488547129.0,-7674811152.0,61228729463.0,14925090952.0
한세예스24홀딩스,2018,56480874303.0,2521499428907.0,-45404744773.0,80000000,1060579092507.0,1678316386749.0,181.459573375,31518.7428613375,1075291990100.0,903560057321.0,401129760319.0,171731932779.0,603024396649.0,157019035186.0
한세예스24홀딩스,2019,97998490723.0,2736673074979.0,3148382891.0,80000000,1135524402237.0,1731430277344.0,1811.4403926125,34208.4134372375,994303227429.0,946918113210.0,407615876008.0,47385114219.0,737127049915.0,188606289027.0
한세예스24홀딩스,2020,81651030400.0,2797947074453.0,70484031570.0,80000000,1094228155664.0,1840012735335.0,1376.627773,34974.3384306625,1046492434700.0,880102733709.0,390336149291.0,166389700991.0,793520300635.0,214125421955.0
한세예스24홀딩스,2021,134681974504.0,2798895736344.0,75870159104.0,80000000,1291920827286.0,2241273059610.0,-846.8741208,34986.1967043,1122515831303.0,1026634357409.0,553331109745.0,95881473894.0,1118757228307.0,265286469877.0
한세예스24홀딩스,2022,192868855902.0,3322113533739.0,49481514456.0,80000000,1205446231945.0,2036963741120.0,2764.2531501375,41526.4191717375,1110802442650.0,1055290548647.0,465507955347.0,55511894003.0,926161298470.0,150155683298.0
한솔로지스틱스,2018,3903273509.0,434161852578.0,1454232548.0,54954850,70494772889.0,126782731689.0,1.1328373382877035,7900.337323784889,92357641484.0,58270713790.0,400374572.0,34086927694.0,34425090205.0,12224059099.0
한솔로지스틱스,2019,9519510274.0,460730203265.0,5908752720.0,54954850,119699483929.0,166754678756.0,533.2785038627164,8383.79512026691,99133079053.0,90703410722.0,340419637.0,8429668331.0,67621599703.0,28996073207.0
한솔로지스틱스,2020,13076633836.0,509613333363.0,8688690534.0,54954850,141321704384.0,195971591246.0,700.9653223145909,9273.309514319482,120770326151.0,111820133830.0,0.0,8950192321.0,75201265095.0,29501570554.0
한솔로지스틱스,2021,30304814315.0,747044113682.0,23492497187.0,54954850,188039086103.0,266627757518.0,239.87657762690645,13593.779505939876,178348726156.0,166532494776.0,0.0,11816231380.0,88279031362.0,21506591327.0
한솔로지스틱스,2022,36349586827.0,1015371889567.0,24240799515.0,54954850,171990567169.0,274496248985.0,516.2017986401564,18476.47458899442,178161791687.0,156801199996.0,14609000.0,21360591691.0,96334457298.0,15189367173.0
한솔제지,2018,120657176546.0,1976605139953.0,40818657379.0,47605232,1205214512552.0,1792727847682.0,2606.1066660908195,41520.75427240854,605520931666.0,797938484539.0,322475638853.0,-192417552873.0,1187206916016.0,407276028013.0
한솔제지,2019,95958210793.0,1679131140360.0,40023860413.0,47605232,1131203161349.0,1743277584645.0,4189.560020965762,35271.9873387026,588959821844.0,721627823879.0,299695527499.0,-132668002035.0,1154317762801.0,409575337470.0
한솔제지,2020,94561342525.0,1509871173052.0,59268596924.0,47605232,1105571982972.0,1740434461448.0,2630.1435541160686,31716.496477782104,567001879673.0,618262361482.0,292382049201.0,-51260481809.0,1173432581775.0,487309621490.0
한솔제지,2021,60727652921.0,1834223977012.0,13675492737.0,47605232,1208499790521.0,1887832972302.0,2222.4404612081294,38529.88211489023,663677633757.0,727426110540.0,323168955438.0,-63748476783.0,1224155338545.0,481073679981.0
한솔제지,2022,130225532966.0,2457952593665.0,73819817785.0,47605232,1467471503690.0,2210015517155.0,-1319.6181938573475,51631.98435132088,1007797067277.0,1082341518494.0,459513689400.0,-74544451217.0,1202218449878.0,385129985196.0
한솔케미칼,2019,111153549117.0,544307363674.0,91031209690.0,22590390,418640472803.0,939194150931.0,4497.346145816871,24094.642176341356,306707463699.0,194313349130.0,61469632201.0,112394114569.0,632486687232.0,224327123673.0
한솔케미칼,2020,151933828832.0,619277678729.0,130080716068.0,22590390,376929963896.0,999200501892.0,7305.856281985393,27413.323927962287,307726380787.0,171630786209.0,60431307631.0,136095594578.0,691474121105.0,205299177687.0
한솔케미칼,2021,197684583161.0,768688180555.0,158670881601.0,22670390,429305067616.0,1197174769029.0,6317.327828193515,33907.144100961654,411301736920.0,199711858483.0,100241721500.0,211589878437.0,785873032109.0,229593209133.0
한솔케미칼,2022,185990108464.0,885470791861.0,166977755320.0,22670390,400814014226.0,1253310602636.0,7658.4374182799675,39058.471947813865,386120253270.0,153669789765.0,125407321016.0,232450463505.0,867190349366.0,247144224461.0
한솔테크닉스,2018,15559485113.0,841899161861.0,-19920035473.0,44219756,311160539900.0,513011860048.0,505.4369846364598,19038.982527651217,215957295069.0,248944164897.0,72813886108.0,-32986869828.0,297054564979.0,62216375003.0
한솔테크닉스,2019,25466383367.0,972243351972.0,6443823613.0,64219756,233482051643.0,495324316163.0,1475.4211113944439,15139.318685234493,211271354714.0,198610014943.0,38679199242.0,12661339771.0,284052961449.0,34872036700.0
한솔테크닉스,2020,32460187655.0,1194892147184.0,26185818033.0,64219756,312289415215.0,591392385114.0,654.0829778144906,18606.301574612025,311128308063.0,234267185154.0,66928548234.0,76861122909.0,280264077051.0,78022230061.0
한솔테크닉스,2021,-4255870192.0,1490620987769.0,-9345850145.0,64219756,510394100444.0,788670352792.0,-875.558439306434,23211.252745479134,467995886649.0,333270345696.0,153063524153.0,134725540953.0,320674466143.0,177123754748.0
한솔테크닉스,2022,55104959837.0,1647391648302.0,32627201096.0,64219756,631895650677.0,1071921900693.0,1034.084910724357,25652.41213781628,509415530336.0,424708759547.0,175348386162.0,84706770789.0,562506370357.0,207186891130.0
한솔피엔에스,2019,3983302577.0,233891947960.0,3156354536.0,40986024,62354387703.0,103412316177.0,437.8876968890664,5706.626921411064,87641137836.0,59815637495.0,4078613107.0,27825500341.0,15771178341.0,2538750208.0
한솔피엔에스,2020,3891210459.0,244823923241.0,2951895324.0,40986024,63470511316.0,107126396285.0,241.04874952008032,5973.351385364924,89360304102.0,60301728203.0,3652961749.0,29058575899.0,17766092183.0,3168783113.0
한솔피엔에스,2021,4551324744.0,262943327014.0,3603360985.0,40986024,59666914830.0,109710673301.0,-218.69513393150797,6415.438760637041,73580387560.0,53430500556.0,6885783268.0,20149887004.0,36130285741.0,6236414274.0
한솔피엔에스,2022,2686828469.0,314246057568.0,1771478736.0,40986024,83843135370.0,134944512348.0,439.05728364868963,7667.151553124548,98702819393.0,78697171280.0,10660682708.0,20005648113.0,36241692955.0,5145964090.0
한솔홀딩스,2018,25350099000.0,601986369000.0,-41482390000.0,92719742,915389436000.0,1347350249000.0,-40.56640925510772,6492.537144894126,253530109000.0,557192928000.0,13577141000.0,-303662819000.0,1093820140000.0,358196508000.0
한솔홀딩스,2019,14799625000.0,346301325000.0,26288616000.0,94367358,210254480000.0,666384880000.0,371.82526610525645,3669.715167823179,210383551000.0,178376101000.0,10152618000.0,32007450000.0,456001329000.0,31878379000.0
한솔홀딩스,2020,12456630000.0,359481882000.0,72651848000.0,84017154,100666386000.0,627140216000.0,110.53997377725982,4278.67244824789,166970866000.0,92641228000.0,7339475000.0,74329638000.0,460169350000.0,8025158000.0
한솔홀딩스,2021,18378267000.0,413644137000.0,23608616000.0,84017154,104432487000.0,653696785000.0,134.61597378078292,4923.3295500583135,165347429000.0,88405199000.0,12367549000.0,76942230000.0,488349356000.0,16027288000.0
한솔홀딩스,2022,19097970000.0,467211080000.0,48952154000.0,84017154,125962865000.0,723295784000.0,516.8322887966426,5560.901051230562,201194507000.0,110792748000.0,17907359000.0,90401759000.0,522101277000.0,15170117000.0
한솔홈데코,2018,9179971358.0,296884850233.0,11663571952.0,161130298,146434081754.0,308077734641.0,134.88164090654135,1842.5141262569998,84264056666.0,67915424962.0,35917769518.0,16348631704.0,223813677975.0,78518656792.0
한솔홈데코,2019,-1840086136.0,263886366616.0,-4557550972.0,161130298,141583076109.0,295749540222.0,15.115162661711206,1637.7203411862367,75437596804.0,91541964140.0,32541823441.0,-16104367336.0,220311943418.0,50041111969.0
한솔홈데코,2020,2739139768.0,253213401842.0,586544188.0,161130298,140448640700.0,294990295620.0,86.44914276146874,1571.482241297661,78680754924.0,76068388026.0,31007400957.0,2612366898.0,216309540696.0,64380252674.0
한솔홈데코,2021,8619101420.0,263249688066.0,5460163773.0,161130298,154814151821.0,314661261530.0,2.078904750737816,1633.7690138573441,98188354160.0,101751554713.0,53268627399.0,-3563200553.0,216472907370.0,53062597108.0
한솔홈데코,2022,2714713037.0,283414199451.0,-4867558243.0,161130298,166074493275.0,319496520639.0,24.019271794557223,1758.9131464958875,108300636690.0,118712647336.0,44526448187.0,-10412010646.0,211195883949.0,47361845939.0
한신공영,2018,214467005830.0,2142182385211.0,162009163054.0,23148548,1332389642502.0,1778426426064.0,592.0100386857957,92540.680530416,1182533600228.0,935028396272.0,368715783454.0,247505203956.0,595892825836.0,397361246230.0
한신공영,2019,124540495856.0,1623287681238.0,72069234706.0,23148548,1137165744150.0,1650955869341.0,-4006.5079615360755,70124.81652145094,941978789100.0,732367869618.0,252502190786.0,209610919482.0,708977080241.0,404797874532.0
한신공영,2020,119942232673.0,1556870961770.0,105364540933.0,23148548,1113458344917.0,1734262275066.0,9152.931844623688,67255.66380102976,1057537593529.0,782499698618.0,156977223819.0,275037894911.0,676724681537.0,330958646299.0
한신공영,2021,44647806717.0,1311144762227.0,44654631308.0,23148548,1442187010014.0,2119949126309.0,-11468.186738278358,56640.47534329151,1327337409174.0,860000442727.0,472937814210.0,467336966447.0,792611717135.0,582186567287.0
한신공영,2022,39442102751.0,1221553531537.0,39984565308.0,23148548,1622658480432.0,2349398105478.0,-1387.5395573839016,52770.20103105387,1557208566517.0,982066539104.0,591203492269.0,575142027413.0,792189538961.0,640591941328.0
한신기계공업,2018,4808520199.0,53292377233.0,3345605935.0,64892302,10854644647.0,90678706217.0,42.94480331426677,821.2434385976937,65219069849.0,7776384252.0,13015684549.0,57442685597.0,25459636368.0,3078260395.0
한신기계공업,2019,2169590631.0,52754945336.0,1615228822.0,64892302,12986088042.0,93965863835.0,28.215875004711652,812.961533341813,62170138992.0,10622088643.0,16133320153.0,51548050349.0,31795724843.0,2363999399.0
한신기계공업,2020,3875105145.0,51636393234.0,3460528542.0,64892302,12873520273.0,95212694305.0,93.32089199116406,795.7244795230102,64739875503.0,9478924802.0,15076638281.0,55260950701.0,30472818802.0,3394595471.0
한신기계공업,2021,5160637787.0,54365248586.0,4087463832.0,64892302,15086453977.0,101149022157.0,20.336161182878055,837.7765452980848,69346208888.0,10890433469.0,16867709771.0,58455775419.0,31802813269.0,4196020508.0
한신기계공업,2022,-4095859475.0,56039955371.0,-4733469365.0,64892302,22775323313.0,115721729758.0,-40.34416072957313,863.5840252823825,73783151826.0,21936666117.0,12752343866.0,51846485709.0,41938577932.0,838657196.0
한온시스템,2018,433776007220.0,5937585095470.0,283697419659.0,1067600000,3224124651287.0,5355780831974.0,441.424711453728,5561.619609844511,2859201102970.0,1867112059528.0,505805263228.0,992089043442.0,2496579729004.0,1357012591759.0
한온시스템,2019,483810436699.0,7154152588581.0,322613422517.0,1067600000,4744866815510.0,7082369012654.0,729.0902054364931,6701.154541570813,2922368562593.0,2091463307171.0,612826719001.0,830905255422.0,4160000450061.0,2653403508339.0
한온시스템,2020,315800267517.0,6872832576671.0,113459524772.0,1067600000,5567975657008.0,7807411034423.0,745.1959964228175,6437.647598979955,3464679677184.0,2718385976786.0,630398362957.0,746293700398.0,4342731357239.0,2849589680222.0
한온시스템,2021,325771299303.0,7351423825664.0,310725205709.0,1067600000,5757074853164.0,8233732861760.0,596.0167194267516,6885.934643746722,3551728480357.0,2813484247466.0,810137001950.0,738244232891.0,4682004381403.0,2943590605698.0
한온시스템,2022,256590023453.0,8627727574148.0,26742650440.0,1067600000,6728917210972.0,9098783327544.0,354.3556423520045,8081.423355327838,4194764703068.0,4021078315367.0,971911128558.0,173686387701.0,4904018624476.0,2707838895605.0
한올바이오파마,2018,5473828377.0,91839350940.0,3300102186.0,104481276,45386080654.0,162304333363.0,-28.659605028177488,879.0029606835966,128408636359.0,21805135773.0,15519616531.0,106603500586.0,33895697004.0,23580944881.0
한올바이오파마,2019,17089604759.0,108452042397.0,19174349790.0,104481276,50965912355.0,191383402868.0,196.1204858466698,1038.0045741114418,134295046213.0,27384696661.0,13717381946.0,106910349552.0,57088356655.0,23581215694.0
한올바이오파마,2020,5935188193.0,88602270090.0,19764498918.0,104481276,38858947934.0,220132430899.0,8.894326376718446,848.0205591095576,129364551692.0,23069434364.0,19891326107.0,106295117328.0,90767879207.0,15789513570.0
한올바이오파마,2021,10099118837.0,101594443691.0,8896137176.0,104481276,34985661619.0,198477805328.0,8.038492016502556,972.369859753627,118814675571.0,22119700012.0,20408182895.0,96694975559.0,79663129757.0,12865961607.0
한올바이오파마,2022,1505787596.0,109995418981.0,251473643.0,104481276,45194772072.0,213451232698.0,241.23318100556122,1052.7763747927427,111788673247.0,28534710402.0,25183715091.0,83253962845.0,101662559451.0,16660061670.0
한익스프레스,2018,9497560073.0,565926324766.0,5436390104.0,24000000,132610532568.0,200104840234.0,270.3999078333333,23580.263531916666,90540477152.0,124471509661.0,2569220693.0,-33931032509.0,109564363082.0,8139022907.0
한익스프레스,2019,11090583449.0,577355359006.0,5079130511.0,24000000,203919184073.0,275847243506.0,997.9535375,24056.473291916667,95823824031.0,119440998164.0,2169707376.0,-23617174133.0,180023419475.0,84478185909.0
한익스프레스,2020,10659805644.0,615258839122.0,-1905833208.0,24000000,233096247589.0,301687969270.0,838.3617743333333,25635.784963416667,108136528155.0,193297608472.0,2689317118.0,-85161080317.0,193551441115.0,39798639117.0
한익스프레스,2021,5713461856.0,776251564129.0,3915122397.0,24000000,301259496387.0,374774839505.0,710.9917642083333,32343.815172041668,138589382051.0,244686591332.0,4349974177.0,-106097209281.0,236185457454.0,56572905055.0
한익스프레스,2022,19863296336.0,858131760908.0,8543466802.0,24000000,302592347580.0,407946966305.0,446.4626585,35755.49003783333,143504295660.0,176636027467.0,6066392196.0,-33131731807.0,264442670645.0,125956320113.0
한일시멘트,2018,56122584899.0,511988306091.0,53726822673.0,8289940,499783147718.0,1368001170546.0,6672.920058408143,61760.19441527924,565218272088.0,305609886682.0,107305021982.0,259608385406.0,802782898458.0,194173261036.0
한일시멘트,2019,58950272407.0,946190601817.0,40504818424.0,8289940,496505082339.0,1383564299938.0,14491.37429474761,114137.20748485514,495947590672.0,220328035318.0,70011000122.0,275619555354.0,887616709266.0,276177047021.0
한일시멘트,2020,132795563215.0,974285351872.0,99984084719.0,13852308,1041417958221.0,2399662741644.0,10698.476724456314,70333.79216459813,666684816392.0,598307147062.0,80984624135.0,68377669330.0,1732977925252.0,443110811159.0
한일시멘트,2021,120397431466.0,1271853626333.0,86015249051.0,138523080,911950414994.0,2370327907448.0,761.198325614764,9181.528640086548,602918548505.0,492669740385.0,80668052867.0,110248808120.0,1767409358943.0,419280674609.0
한일시멘트,2022,117984446512.0,1487574712514.0,87618199438.0,138523080,885820287173.0,2460836871897.0,-6.6638854911398155,10738.822097472854,630383484045.0,485429196799.0,119945019144.0,144954287246.0,1830453387852.0,400391090374.0
한일홀딩스,2018,41120356161.0,1186663442416.0,520425828792.0,11991688,1529446791779.0,3254244173248.0,10567.9403067358,98957.16453063155,1177727302315.0,477558577295.0,167630645495.0,700168725020.0,2076516870933.0,1051888214484.0
한일홀딩스,2019,83622939392.0,1651806631552.0,49230379214.0,11988712,1557596072126.0,3300043274787.0,10442.047145848528,137780.15783113314,1116078890413.0,744294593066.0,135655279682.0,371784297347.0,2183964384374.0,813301479060.0
한일홀딩스,2020,157057559689.0,1533374307264.0,108496278913.0,57631560,1496737897518.0,3320136775690.0,4350.456844062524,26606.503576582,1127815720198.0,732598091970.0,102481118792.0,395217628228.0,2192321055492.0,764139805548.0
한일홀딩스,2021,117776894490.0,1650343192777.0,91582087557.0,57631560,1333699702388.0,3263832353401.0,2432.0021051312856,28636.101344072587,1038440575355.0,677272197569.0,145511685826.0,361168377786.0,2225391778046.0,656427504819.0
한일홀딩스,2022,132506014100.0,1965611730065.0,129293981435.0,61665768,1220879131264.0,3268041346024.0,3.664828888533424,31875.249329011844,1010583778368.0,760109174022.0,204665620123.0,250474604346.0,2257457567656.0,460769957242.0
한전KPS,2018,191519089800.0,1242452044205.0,161330977490.0,90000000,296785560812.0,1280921374857.0,1445.4752017111111,13805.02271338889,636128991073.0,270359215883.0,1389970203.0,365769775190.0,644792383784.0,26426344929.0
한전KPS,2019,193939463944.0,1246949702480.0,153331330778.0,90000000,296015246267.0,1359433324644.0,1783.9686090777777,13854.996694222222,783409196426.0,248995404812.0,1438757792.0,534413791614.0,576024128218.0,47019841455.0
한전KPS,2020,135401954143.0,1303201766114.0,87058311859.0,90000000,298187344931.0,1349869091450.0,828.4093116333333,14480.019623488888,760018569385.0,255618732319.0,23774630902.0,504399837066.0,589850522065.0,42568612612.0
한전KPS,2021,123989281498.0,1380553428993.0,98680314610.0,90000000,314925081583.0,1426920122047.0,1481.0284521777778,15339.482544366667,800114355860.0,267718458388.0,23925933647.0,532395897472.0,626805766187.0,47206623195.0
한전KPS,2022,130553250828.0,1429074836456.0,100181910047.0,90000000,346288975190.0,1562022195345.0,903.8099185888889,15878.609293955555,868119118284.0,317589686960.0,28749107474.0,550529431324.0,693903077061.0,28699288230.0
한전기술,2018,21499315765.0,433700598144.0,12936840853.0,76440000,310099879079.0,771479986995.0,1060.2124846023025,5673.73885588697,281389537047.0,248402017936.0,0.0,32987519111.0,490090449948.0,61697861143.0
한전기술,2019,44068928795.0,448634709421.0,26397847129.0,76440000,242994111188.0,735206870620.0,354.2755197802198,5869.109228427525,257592435097.0,223522061943.0,0.0,34070373154.0,477614435523.0,19472049245.0
한전기술,2020,29571387151.0,431722625741.0,20160083357.0,76440000,201216889493.0,700291402115.0,220.11420188383045,5647.862712467295,237874869211.0,187343864831.0,0.0,50531004380.0,462416532904.0,13873024662.0
한전기술,2021,10127722672.0,433126639421.0,16452462020.0,76440000,192058364105.0,705509290986.0,-206.21833038984823,5666.230238369963,256440278104.0,183566381261.0,0.0,72873896843.0,449069012882.0,8491982844.0
한전기술,2022,13940025562.0,505290773062.0,17953974302.0,76440000,273089488378.0,816503301678.0,88.41061957090528,6610.292687885923,376375665242.0,244766413418.0,0.0,131609251824.0,440127636436.0,28323074960.0
한전산업,2018,14694136658.0,262536524829.0,12034956426.0,65200000,73106043027.0,148485446929.0,148.90903596625768,4026.6338163957057,88870021980.0,45028585821.0,1437601963.0,43841436159.0,59615424949.0,28077457206.0
한전산업,2019,21041396896.0,289566644499.0,16856921299.0,65200000,81365060802.0,166748912029.0,164.49338069018404,4441.206203972392,95020596628.0,49646463248.0,2234043690.0,45374133380.0,71728315401.0,31718597554.0
한전산업,2021,17515390232.0,321065449338.0,8559250123.0,65200000,78116901515.0,163320479666.0,281.9883784815951,4924.316707638037,88130559750.0,52609846902.0,13016239.0,35520712848.0,75189919916.0,25507054613.0
한전산업,2022,18651295433.0,346042225300.0,16285862704.0,65200000,61835339210.0,157781435629.0,246.4549261042945,5307.396093558282,87334415601.0,50108380679.0,839425370.0,37226034922.0,70447020028.0,11726958531.0
한진,2018,42078552616.0,1950771933684.0,45640672819.0,23949312,1594297339628.0,2661425066541.0,4847.050705381433,81454.1951636857,440432810985.0,783000858894.0,6603876523.0,-342568047909.0,2220992255556.0,811296480734.0
한진,2019,90655085859.0,2062344426631.0,-2865354871.0,23949312,2494469954773.0,3548368716753.0,6983.451824545106,86112.88819616196,417574740756.0,516185799700.0,9166473786.0,-98611058944.0,3130793975997.0,1978284155073.0
한진,2020,105917310389.0,2215686640850.0,9096797906.0,29895256,2550728646625.0,3788654067420.0,8067.0627127260595,74114.99138358273,577928299776.0,755214144184.0,8225113822.0,-177285844408.0,3210725767644.0,1795514502441.0
한진,2021,99432891702.0,2504131193753.0,161832906995.0,29895256,2503649583464.0,3877620716229.0,6557.94170820949,83763.49725029951,702239490148.0,865858612448.0,9937244462.0,-163619122300.0,3175381226081.0,1637790971016.0
한진,2022,114501782947.0,2849420869433.0,51759790504.0,29895256,2558814752905.0,4093197691709.0,6102.418014550536,95313.47948427,615210708980.0,799783071458.0,11840129141.0,-184572362478.0,3477986982729.0,1759031681447.0
한진중공업홀딩스,2018,27659000000.0,946003000000.0,-270000000.0,59059624,1506557000000.0,1873603000000.0,967.9032159094003,16017.761982365482,357667000000.0,486807000000.0,2637000000.0,-129140000000.0,1515936000000.0,1019750000000.0
한진중공업홀딩스,2019,38422000000.0,877642000000.0,30355000000.0,59059624,1500188000000.0,1860663000000.0,1134.6838239268168,14860.270698641765,353502000000.0,625262000000.0,691000000.0,-271760000000.0,1507161000000.0,874926000000.0
한진중공업홀딩스,2020,50389000000.0,795207000000.0,-3605000000.0,59059624,1480600000000.0,1837185000000.0,1321.2410563264,13464.47786392951,333600000000.0,550186000000.0,904000000.0,-216586000000.0,1503585000000.0,930414000000.0
한진중공업홀딩스,2021,44589000000.0,888034000000.0,-7510000000.0,59059624,1489201000000.0,1837801000000.0,1824.6645119176512,15036.228473110496,379459000000.0,558145000000.0,1222000000.0,-178686000000.0,1458342000000.0,931056000000.0
한진중공업홀딩스,2022,37130000000.0,1440144000000.0,14935000000.0,59059624,1629209000000.0,1995988000000.0,2068.384316161579,24384.57786321159,555839000000.0,775535000000.0,978000000.0,-219696000000.0,1440149000000.0,853674000000.0
한진칼,2018,108792138047.0,1304892514563.0,-12795633993.0,119414448,1126137598352.0,2850066743347.0,654.8205594770241,10927.425754737818,854304901902.0,652071285462.0,5288159480.0,202233616440.0,1995761841445.0,474066312890.0
한진칼,2019,-3881273804.0,1203497716660.0,-260570998880.0,119414448,1272981765136.0,2693659191237.0,1094.0404633198154,10078.325837590439,666698313654.0,599446947022.0,6132265134.0,67251366632.0,2026960877583.0,673534818114.0
한진칼,2020,-36433212522.0,137442085749.0,-341532739427.0,133598552,1824304096307.0,3488569253234.0,-1398.7096014109495,1028.7692769978526,1198348147024.0,888568075502.0,2515340811.0,309780071522.0,2290221106210.0,935736020805.0
한진칼,2021,-9927826503.0,148424841934.0,-35695759409.0,134551278,1930524163632.0,3754742183026.0,-343.877723747819,1103.1098636907782,405787583166.0,1307068969128.0,2608081047.0,-901281385962.0,3348954599860.0,623455194504.0
한진칼,2022,14487192387.0,200336082220.0,659568334244.0,134597124,1339020434490.0,3915077621174.0,-26.47304319815927,1488.4128001130248,537969466858.0,978767254448.0,4197201227.0,-440797787590.0,3377108154316.0,360253180042.0
한창,2018,6838633000.0,90650334674.0,1542836017.0,68917178,73614002232.0,106233877672.0,-162.880335857629,1315.3518078468041,84458555323.0,66472260851.0,44006140926.0,17986294472.0,21775322349.0,7141741381.0
한창,2019,9977510432.0,59613814689.0,-1808270962.0,69580538,65108889462.0,91847934347.0,146.01886219965704,856.7598987090327,46746108843.0,37175862817.0,8861361022.0,9570246026.0,45101825504.0,27933026645.0
한창,2020,-1165114092.0,25255946308.0,-22329524421.0,133580538,80110484053.0,117760361319.0,-103.98906074925375,189.06905666153253,77933462614.0,57478757875.0,6054990475.0,20454704739.0,39826898705.0,22631726178.0
한창,2021,-4720153512.0,35217986685.0,-28242821501.0,133580538,97276581394.0,134278397974.0,-26.42752078150786,263.646091057067,94017055885.0,89525304053.0,9143298606.0,4491751832.0,40261342089.0,7751277341.0
한창,2022,9846444821.0,89339914192.0,-1870954346.0,158791336,90132832628.0,113480993232.0,77.26659555909272,562.6246144311048,77404531331.0,82062812987.0,10830517561.0,-4658281656.0,36076461901.0,8070019641.0
한컴라이프케어,2021,4787002473.0,121140356659.0,4835069260.0,55348812,97308908576.0,214127311865.0,506.81081391593375,2188.671306242309,111183498703.0,92758789634.0,34645645871.0,18424709069.0,102943813162.0,4550118942.0
한컴라이프케어,2022,-1332071025.0,100120112846.0,9269405838.0,55348812,80099500535.0,208029841056.0,91.82610147079579,1808.8936189994467,114255369452.0,76537203877.0,39033303558.0,37718165575.0,93774471604.0,3562296658.0
한화,2018,1806148000000.0,48740153000000.0,799340000000.0,195820058,152595542000000.0,169548577000000.0,14039.424909168396,248902.76051291946,13720522000000.0,14870001000000.0,3879808000000.0,-1149479000000.0,17460847000000.0,10643231000000.0
한화,2019,103388000000.0,50412399000000.0,-525470000000.0,195820058,164778731000000.0,182286178000000.0,12858.340589399682,257442.4679212382,15242686000000.0,16002711000000.0,3915788000000.0,-760025000000.0,18698208000000.0,12403942000000.0
한화,2020,1549002000000.0,50926451000000.0,1520917000000.0,195820058,173598788000000.0,192129878000000.0,17582.126341725423,260067.59225860305,14953767000000.0,15652116000000.0,4114372000000.0,-698349000000.0,19404378000000.0,12532380000000.0
한화,2021,2927888000000.0,52836069000000.0,2282069000000.0,195820058,181483049000000.0,203463699000000.0,36912.0562715797,269819.4941807238,17634712000000.0,16468961000000.0,5166955000000.0,1165751000000.0,22554488000000.0,14368998000000.0
한화,2022,2516091000000.0,62278395000000.0,2243337000000.0,195820058,190296497000000.0,211175324000000.0,9565.613549149291,318038.89568861225,22353201000000.0,21094631000000.0,6557534000000.0,1258570000000.0,29535220000000.0,14731088000000.0
한화시스템,2019,85761981610.0,1545983879623.0,72896109675.0,220460778,1440803950676.0,2409244539695.0,1853.484179013466,7012.512128678962,1524614486812.0,1170276823296.0,281400053767.0,354337663516.0,884630052883.0,270527127380.0
한화시스템,2020,92863410171.0,1642854571594.0,93580544300.0,220460778,1662387743462.0,2695070123421.0,792.8450644177623,7451.913154338955,1683884267079.0,1359777605909.0,363887889352.0,324106661170.0,1011185856342.0,302610137553.0
한화시스템,2021,112049712222.0,2089503039125.0,97878482869.0,377838778,1654541163154.0,3894302649982.0,837.6954350540484,5530.144497569278,2676109373359.0,1363163303302.0,406045060278.0,1312946070057.0,1218193276623.0,291377859852.0
한화시스템,2022,24022201122.0,2188002345349.0,-80760193717.0,377838778,1926675685540.0,3945627700263.0,710.8457477808167,5790.835861079881,2326839782700.0,1618535589452.0,372962715500.0,708304193248.0,1618787917563.0,308140096088.0
한화에어로스페이스,2018,53177339126.0,4453176623308.0,49251058766.0,104080000,4760935791485.0,7396686212948.0,541.3408307551883,42786.09361364335,3876999346592.0,3144141257472.0,1319797341845.0,732858089120.0,3519686866356.0,1616794534013.0
한화에어로스페이스,2019,165225934743.0,5264114375095.0,162427318272.0,103120000,5853055428024.0,8708410720271.0,6935.0561788983705,51048.43265220132,4563607003936.0,3329041908478.0,1329689801105.0,1234565095458.0,4144803716335.0,2524013519546.0
한화에어로스페이스,2020,243947058546.0,5321444270673.0,164739761653.0,101260000,6475090147420.0,9464815678256.0,4293.399116818092,52552.283929221805,5122725881742.0,3900356540398.0,1590630001207.0,1222369341344.0,4342089796514.0,2574733607022.0
한화에어로스페이스,2021,277093289882.0,5541389141271.0,301762016281.0,101260000,7114272103768.0,11045830630560.0,9776.871845101718,54724.36442100533,6283537818480.0,4330103216575.0,1604806987748.0,1953434601905.0,4762292812080.0,2784168887193.0
한화에어로스페이스,2022,377215126599.0,6539605817572.0,152027954710.0,101260000,11233518424948.0,15157301978809.0,15053.595608097965,64582.32093197709,8589056321089.0,8270093645238.0,2014204234096.0,318962675851.0,6568245657720.0,2963424779710.0
