id,stock_code,jobp_rating,jobp_paywellfare,jobp_worklifebal,jobp_culture,jobp_opportunity,jobp_manager,jobp_recommend,jobp_ceo,jobp_potential,jobp_cnt,blind_rating,blind_cnt,blind_opportunity,blind_worklifebal,blind_paywellfare,blind_culture,blind_manager,corp
572,003280,2.5,2.3,2.3,2.2,2.9,2.2,0.26,0.34,0.13,86,2.6,5,2.4,2.8,2.6,2.4,2.6,흥아해운
573,007340,2.2,2.3,1.9,2,1.9,1.7,0.24,0.22,0.31,85,3.4,43,3.2,3.5,3.4,3.1,2.8,DN오토모티브
574,007700,2.8,3.1,2.5,2.7,2.9,2.4,0.41,0.6,0.42,335,3.1,349,3.2,2.9,3.4,2.9,2.5,F&F홀딩스
575,267270,2.7,2.9,3.1,2.4,2.7,2.2,0.39,0.35,0.16,194,2.8,278,2.7,3.1,2.6,2.4,2,HD현대건설기계
576,329180,2.9,2.9,3.1,2.6,2.9,2.2,0.31,0.3,0.14,1993,2.3,1242,2.2,3.1,2,2.1,1.7,HD현대중공업
577,097230,2.8,2.7,2.9,2.6,2.8,2,0.24,0.26,0.1,292,2.8,231,2.8,2.8,2.4,2.5,2,HJ중공업
578,060980,3.1,3.8,3.4,3.2,2.9,2.5,0.49,0.46,0.2,81,3.4,73,3,3.7,3.5,3.4,2.7,HL홀딩스
579,003570,2.3,2.2,2.9,2.3,2.5,1.7,0.11,0.25,0.11,47,3.1,22,3.2,3.6,2.1,2.9,2.7,SNT다이내믹스
580,100840,2.6,2.5,2.1,2.3,2.5,2.1,0.3,0.38,0.26,27,2.4,31,2.6,2.5,2.1,2,1.7,SNT에너지
581,037270,2.8,2.6,2.7,2.7,2.8,2.4,0.3,0.45,0.18,93,2.7,244,2.9,2.4,2.3,2.5,2,"YG PLUS"
582,052690,2.8,2.5,4,3,2.3,2.5,0.5,0.5,0.25,4,4.1,489,3.9,4.5,3.9,4.3,3,한전기술
583,000590,3,2,3,3,3,3,0,1,0,1,0,0,0,0,0,0,0,CS홀딩스
584,001940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KISCO홀딩스
585,092230,3,1,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,KPX홀딩스
586,023150,5,5,5,3,2,3,1,1,0,1,0,0,0,0,0,0,0,MH에탄올
587,024070,2,2.2,2.1,1.7,2.3,1.7,0.14,0.27,0,29,1.3,6,2,2.3,1.5,1.3,1.3,WISCOM
588,009140,1.8,1.8,4.3,2.3,2.3,1.3,0,0,0,4,0,0,0,0,0,0,0,경인전자
589,002140,2.2,2.7,2,1.8,2.7,1.7,0.14,0.21,0,21,3,2,3,2,3.5,2,2.5,고려산업
590,072710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,농심홀딩스
591,084690,4,3.5,4.5,4,2.5,3.5,1,1,0,2,0,0,0,0,0,0,0,대상홀딩스
592,016710,2.4,1.9,4,2.6,1.9,2,0.1,0.25,0,20,0,0,0,0,0,0,0,대성홀딩스
593,030720,3,2.6,4,2.7,2.6,2.3,0.3,0.2,0,10,2.7,13,2.5,3.8,2.4,2.7,2.1,동원수산
594,004890,2.8,2.6,2.8,2.2,2.1,2.1,0.3,0.27,0,30,3.7,9,3.1,4.4,3.3,3.2,2.6,동일산업
595,204210,2.2,2.2,3.5,2.2,2.3,2,0,0.5,0.17,6,0,0,0,0,0,0,0,모두투어리츠
596,030790,3,2,4,3,2,1,0,0,0,1,0,0,0,0,0,0,0,비케이탑스
597,011230,2.3,1.7,2.8,2.5,2.7,1.9,0.13,0.23,0,32,2.5,94,2.7,3,2.7,2.1,2,삼화전자
598,014910,1.6,1.4,2.1,1.6,1.4,1.3,0,0.06,0,37,2,2,2,2.5,1.5,1.5,1,성문전자
599,134790,0,0,0,0,0,0,0,0,0,32,2,1,3,1,1,3,2,시디즈
600,025530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJM홀딩스
601,034590,3.4,3.5,3.8,2.6,2.9,2.5,0.45,0.36,0,11,3.4,28,2.5,4.5,2.8,2.8,2.4,인천도시가스
602,000230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,일동홀딩스
603,015860,2,1.3,2.5,1.5,2,1.7,0,0.2,0,6,2.2,5,2.6,2.4,2.2,2.4,2.2,일진홀딩스
604,001630,1.6,2.6,2.4,1.6,1.4,2.4,0,0.4,0,5,3.7,6,3.3,3.8,3.5,2.8,2.8,종근당홀딩스
605,088790,1.5,1.2,2.6,2,1.3,1.4,0,0.11,0,31,1.7,6,1.8,3,1.3,1.5,1.3,진도
606,100250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,진양홀딩스
607,109070,2.9,1.6,3.5,2.6,2.3,2.4,0,0.45,0,11,2.3,3,2.7,3,1.3,2.3,2.3,컨버즈
608,006890,3.4,3.6,3,2.6,3,2.6,0.2,0.2,0,5,2.3,3,2.3,2.7,3,1.7,1.3,태경케미컬
609,000140,3,3.7,4,2.3,3,2,0.67,0,0.33,6,0,0,0,0,0,0,0,하이트진로홀딩스
610,004150,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,한솔홀딩스
611,003480,2,2,2.3,2.3,2.3,1.5,0.5,0,0,4,2.8,231,2.8,2.8,2.4,2.5,2,한진중공업홀딩스
612,227840,3,3.6,3.6,2.6,3,2,0.2,0.6,0,5,0,0,0,0,0,0,0,현대코퍼레이션홀딩스
613,000990,3,3.3,2.9,2.7,2.9,2.3,0.45,0.38,0.38,459,3.1,362,3.4,3.2,2.9,2.6,2.3,DB하이텍
614,079550,3.6,3.7,3.5,3.6,3.4,2.7,0.64,0.55,0.3,409,3.7,930,3,3.7,3.5,3.7,2.7,LIG넥스원
615,017670,4,4.4,3.9,3.9,3.3,3.3,0.81,0.66,0.34,991,3.7,1420,2.8,4.2,4.2,3.6,2.7,SK텔레콤
616,000270,4,4.3,3.9,3.5,3.4,3.2,0.8,0.71,0.48,1082,3.6,1271,3,3.9,3.3,3,2.7,기아
617,020120,3,3.2,3.4,3,2.7,2.5,0.47,0.45,0.35,84,3.5,108,3.3,3.7,3.3,3.3,2.8,키다리스튜디오
618,103140,3.5,3.8,3.2,2.8,3,2.6,0.67,0.52,0.16,326,3.4,219,2.7,3.4,3.6,2.5,2.3,풍산
619,352820,2.7,3.2,2.1,2.4,2.5,2.2,0.33,0.53,0.35,219,3.1,572,3,2.5,3.3,2.8,2.4,하이브
620,014680,3.5,3.6,3.3,3.1,3.3,2.9,0.63,0.59,0.66,150,3.5,272,3.3,3.5,3.6,3.1,2.7,한솔케미칼
621,014790,2.5,2.5,3.5,2.5,2.5,1.5,0,0,0,2,3.5,119,3.1,3.7,3.5,3.3,2.8,"HL D&I"
622,003580,1,1,2.5,1,1.5,1,0,0,0,2,4,2,3,3,2.5,2.5,2,HLB글로벌
623,036530,2,3,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,SNT홀딩스
624,118000,2.7,2.3,3,3,2.3,3,0,1,0.33,3,0,0,0,0,0,0,0,더메디팜
625,145720,3.4,3.8,2.7,3.3,3.5,2.9,0.67,0.59,0.71,704,2.3,288,2.7,1.8,2.8,1.9,1.7,덴티움
626,107590,3,3.3,2.6,2.6,2.6,2.7,0.47,0.59,0.47,193,3.7,26,3.6,3.5,3.5,3.3,3.3,미원홀딩스
627,003030,3.4,3.8,3,2.8,3.3,3.3,0.65,0.76,0.26,106,4,126,3.7,3.9,4,3.4,3.9,세아제강지주
628,015540,2.1,1.9,2.3,2,1.9,1.6,0.13,0,0,8,2.5,2,2,4,2,2.5,2,쎌마테라퓨틱스
629,308170,3,2.8,3.1,3.4,2.6,2.7,0.34,0.51,0.22,66,3,311,2.7,3.8,2.3,3.5,2.7,씨티알모빌리티
630,002620,2.6,2.7,2.8,2.3,2.4,2,0.28,0.24,0.11,815,2.7,497,2.7,3.2,2.8,2.3,1.8,제일파마홀딩스
631,036420,2.5,2.1,2.2,2.6,2.2,2.1,0.26,0.32,0.06,125,3.1,19,2.7,3.6,2.4,2.9,2.5,콘텐트리중앙
632,363280,3.1,3.3,2.7,2.4,2.7,2.5,0.49,0.38,0.26,193,3.1,298,3.1,2.7,3.3,2.2,2.2,티와이홀딩스
633,003300,2.9,3.3,2.4,2.3,2.6,2.4,0.3,0.3,0.14,76,3.1,141,2.8,3.2,3,2.6,2.4,한일홀딩스
634,005440,2.8,3.2,2.7,2.5,2.4,2.3,0.38,0.39,0.14,727,2.7,494,2.5,2.6,3.3,2.1,1.9,현대지에프홀딩스
635,013570,3.5,3.6,3.2,3.5,3.2,3.5,0.66,0.71,0.31,80,3,151,3,3.2,2.6,2.8,2.4,디와이
636,383800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LX홀딩스
