corp,stock_code,sector,year,revenue,cost_of_sales,gross_profit,operating_income,net_income,ebit,ebitda,total_equity,total_assets,total_liabilities,current_assets,current_liabilities,non_current_liabilities,short_borrowing,long_borrowing,cash_and_equivalents,retained_earnings,ppe,intangible_assets,accounts_receivable,inventory,accounts_payable,outstanding_shares,cash_flow_operating,tangible_assets,selling_general_administrative_expenses,cash_flow_investing,cash_flow_financing,long_term_assets,interest,tax,stock_price,borrowings,net_liabilities,fixed_assets,cash_flow_per_share,minimum_wage,us_kor_exchange_avg,ppi_year,kor_usa_ir_diff,total_rank,simple_total_rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential
CJ CGV,079160,서비스업,2018,1769356467477.0,0.0,1769356467477.0,77706738825.0,-188541087052.0,-210480637841.0,-210480637841.0,550280680096.0,2234185992506.0,1683905312410.0,497032022016.0,861419339061.0,822485973349.0,196295281090.0,521598424403.0,185332713042.0,181671333598.0,831545612314.0,500271096409.0,165784171360.0,18772487500.0,121477399235.0,42322626,105307635156.0,831545612314.0,834630000.0,-39993518654.0,-5798169987.0,1737153970490.0,243044950717.0,14552850075.0,37190.0,717893705493.0,1498572599368.0,1331816708723.0,2488.211273941272,7530,1100.58,103.48,-0.2916,,,2553.0,3.4,3.47,3.06,3.22,3.02,2.89,0.92,0.89,0.58
CJ CGV,079160,서비스업,2019,1942279329129.0,0.0,1942279329129.0,121975391246.0,-239075347803.0,-228568236081.0,-228568236081.0,601109897462.0,4524046865181.0,3922936967719.0,677012677226.0,1120212893223.0,2802724074496.0,235454749322.0,353489058276.0,351664131899.0,15290151423.0,924155903265.0,336280868943.0,180323489443.0,21571387028.0,120865371437.0,42322626,283339456559.0,924155903265.0,1820300000.0,-228475898356.0,104975466991.0,3847034187955.0,249537620142.0,29635076997.0,31340.0,588943807598.0,3571272835820.0,1260436772208.0,6694.751326607191,8350,1166.11,103.5,-0.5625,,,2553.0,3.4,3.47,3.06,3.22,3.02,2.89,0.92,0.89,0.58
CJ CGV,079160,서비스업,2020,583443792479.0,0.0,583443792479.0,-388660290864.0,-751648434193.0,-862249588023.0,-862249588023.0,287885110974.0,4354856895866.0,4066971784892.0,949421926188.0,1311262165175.0,2755709619717.0,434721385427.0,568969560285.0,680937654661.0,-627551394156.0,791199461759.0,241051823494.0,70664453396.0,16205558012.0,31946674202.0,70200000,-268443869621.0,791199461759.0,972100000.0,-125627918817.0,731835257550.0,3405434969678.0,349264816958.0,32635907983.0,25200.0,1003690945712.0,3386034130231.0,1032251285253.0,-3823.9867467378917,8590,1180.01,103.03,0.2917,,,2553.0,3.4,3.47,3.06,3.22,3.02,2.89,0.92,0.89,0.58
CJ CGV,079160,서비스업,2021,736315366659.0,0.0,736315366659.0,-241445734017.0,-338788006843.0,-373307911375.0,-373307911375.0,301285367542.0,3785492375609.0,3484207008067.0,620645630707.0,975423222361.0,2508783785706.0,431491898946.0,467137499633.0,338264553232.0,-928400986450.0,730134793230.0,178290445823.0,107832859304.0,12767617752.0,51712934889.0,81613424,-171876627587.0,730134793230.0,977760000.0,-319974865332.0,93455450128.0,3164846744902.0,193587667354.0,3025756269.0,25050.0,898629398579.0,3145942454835.0,908425239053.0,-2105.984765288122,8720,1144.61,109.6,0.5208,,,2553.0,3.4,3.47,3.06,3.22,3.02,2.89,0.92,0.89,0.58
CJ CGV,079160,서비스업,2022,1281306043785.0,0.0,1281306043785.0,-76765794985.0,-214507519598.0,-237643036305.0,-237643036305.0,393089340695.0,3601468386488.0,3208379045793.0,682681904094.0,1238638115169.0,1969740930624.0,322280696940.0,48695334704.0,394983808180.0,-1129190818889.0,652089192238.0,167726522496.0,157169463793.0,17027414291.0,87786558458.0,95443556,107641702022.0,652089192238.0,1358070000.0,38049072373.0,-86215184209.0,2918786482394.0,232887720708.0,4261917379.0,16950.0,370976031644.0,2813395237613.0,819815714734.0,1127.8048150469162,9160,1292.2,118.78,0.2292,,,2553.0,3.4,3.47,3.06,3.22,3.02,2.89,0.92,0.89,0.58
CJ대한통운,000120,운수창고업,2018,9219680477069.0,8391607542871.0,828072934198.0,242686925620.0,66600069013.0,99818962065.0,99818962065.0,3130737840373.0,7868566775246.0,4737828934873.0,2180844614750.0,2614012911832.0,2123816023041.0,1290985878462.0,1583645798140.0,163334766909.0,592145361881.0,3306401976471.0,1776658802763.0,1336459741116.0,21224161938.0,823066859527.0,45624688,65728441635.0,3306401976471.0,585386008578.0,-843492927125.0,774660051685.0,5687722160496.0,149646447088.0,44810077705.0,167000.0,2874631676602.0,4574494167964.0,5083060779234.0,1440.633229864498,7530,1100.58,103.48,-0.2916,AA-,AA,2532.0,2.8,2.81,2.39,2.56,2.99,2.31,1.42,1.49,1.44
CJ대한통운,000120,운수창고업,2019,10415108625820.0,9442517706512.0,972590919308.0,307186346174.0,50889855210.0,93833541248.0,93833541248.0,3655245272225.0,9110016110171.0,5454770837946.0,2322199311011.0,2508694254095.0,2946076583851.0,566064909801.0,1525734105610.0,220910016916.0,612147905317.0,3518957879624.0,1673341123975.0,1377217811504.0,22859293319.0,867577339995.0,45624688,850274679030.0,3518957879624.0,665404573134.0,-318723935743.0,-473675981003.0,6787816799160.0,181606976664.0,31527129810.0,155000.0,2091799015411.0,5233860821030.0,5192299003599.0,18636.284790155714,8350,1166.11,103.5,-0.5625,AA-,AA,2532.0,2.8,2.81,2.39,2.56,2.99,2.31,1.42,1.49,1.44
CJ대한통운,000120,운수창고업,2020,10781127150206.0,9779955604583.0,1001171545623.0,325337561292.0,142623241320.0,202298388452.0,202298388452.0,4039942261540.0,9643498959607.0,5603556698067.0,2538547347452.0,2807606983722.0,2795949714345.0,849083505749.0,1377215076489.0,387621293497.0,718059907701.0,3496200701892.0,1636656518724.0,1420450432670.0,25323773935.0,897465413647.0,45624688,572347643891.0,3496200701892.0,675833984331.0,-315839525671.0,-94015594103.0,7104951612155.0,179308963299.0,48084220496.0,165500.0,2226298582238.0,5215935404570.0,5132857220616.0,12544.69167857104,8590,1180.01,103.03,0.2917,AA-,AA,2532.0,2.8,2.81,2.39,2.56,2.99,2.31,1.42,1.49,1.44
CJ대한통운,000120,운수창고업,2021,11343651787492.0,10272323722285.0,1071328065207.0,343880765667.0,158279696245.0,239190286694.0,239190286694.0,4016357938933.0,8993928516384.0,4977570577451.0,2348222541961.0,2448916060807.0,2528654516644.0,648594185264.0,1099913190194.0,229501708263.0,747680533239.0,3312064212910.0,1191975465371.0,1371077751375.0,25128745438.0,826135988140.0,45624688,344143274398.0,3312064212910.0,727447299540.0,366409537628.0,-877201844759.0,6645705974423.0,204227563293.0,84946836624.0,126000.0,1748507375458.0,4748068869188.0,4504039678281.0,7542.917869334252,8720,1144.61,109.6,0.5208,AA-,AA,2532.0,2.8,2.81,2.39,2.56,2.99,2.31,1.42,1.49,1.44
CJ대한통운,000120,운수창고업,2022,12130712862374.0,10944706303203.0,1186006559171.0,411786887242.0,196821784424.0,285343810348.0,285343810348.0,4034308338662.0,9693299818264.0,5658991479602.0,2956459492592.0,3108759801795.0,2550231677807.0,1316083053534.0,1021830961473.0,582914148949.0,924838724889.0,3364173934235.0,1197458883339.0,1422739126795.0,34299355194.0,831449964719.0,45624688,622939080023.0,3364173934235.0,774219671929.0,-566860798377.0,290402311158.0,6736840325672.0,203802164791.0,77751459111.0,93700.0,2337914015007.0,5076077330653.0,4561632817574.0,13653.552656031314,9160,1292.2,118.78,0.2292,AA-,AA,2532.0,2.8,2.81,2.39,2.56,2.99,2.31,1.42,1.49,1.44
CJ제일제당,097950,음식료품,2018,18670059989000.0,15126473806000.0,3543586183000.0,832709680000.0,925388625000.0,1294186053000.0,1294186053000.0,7308212090000.0,19497022884000.0,12188810794000.0,5520191585000.0,6680407860000.0,5508402934000.0,54980827000.0,4298192608000.0,547574267000.0,3694325190000.0,9741713669000.0,3069923312000.0,2398415412000.0,1497619027000.0,1351497082000.0,32763238,471425123000.0,9741713669000.0,2710876503000.0,-1034629208000.0,520965345000.0,13974585382000.0,492701318000.0,-182663071000.0,330500.0,4353173435000.0,11641236527000.0,12811636981000.0,14388.844075790066,7530,1100.58,103.48,-0.2916,AA,AA,4305.0,2.9,2.88,2.68,2.86,2.96,2.42,1.36,1.41,1.35
CJ제일제당,097950,음식료품,2019,22352462296000.0,18069283521000.0,4283178775000.0,896857873000.0,191028303000.0,338791509000.0,338791509000.0,9481480420000.0,26280632351000.0,16799151931000.0,7433652074000.0,8202238119000.0,8596913812000.0,39475223000.0,6864650922000.0,690951592000.0,3786365635000.0,10817875757000.0,4810224315000.0,2451037975000.0,2018257067000.0,1929949275000.0,32763238,2143095681000.0,10817875757000.0,3386320902000.0,-3189885009000.0,1228711735000.0,18337593130000.0,666692923000.0,-379108551000.0,252500.0,6904126145000.0,16108200339000.0,15628100072000.0,65411.59579526297,8350,1166.11,103.5,-0.5625,AA,AA,4305.0,2.9,2.88,2.68,2.86,2.96,2.42,1.36,1.41,1.35
CJ제일제당,097950,음식료품,2020,24245725654000.0,19059312372000.0,5186413282000.0,1359551440000.0,786425538000.0,1178500191000.0,1178500191000.0,10166438997000.0,25611892185000.0,15445453188000.0,7431380404000.0,7082673561000.0,8362779627000.0,33445543000.0,6706852095000.0,1212229101000.0,4406774696000.0,10462045760000.0,4517494188000.0,2409369433000.0,1861478883000.0,1793738367000.0,32763238,2001752173000.0,10462045760000.0,3826861842000.0,-345091608000.0,-1097921853000.0,18141978711000.0,805193567000.0,-193687170000.0,381000.0,6740297638000.0,14233224087000.0,14979539948000.0,61097.50730376528,8590,1180.01,103.03,0.2917,AA,AA,4305.0,2.9,2.88,2.68,2.86,2.96,2.42,1.36,1.41,1.35
CJ제일제당,097950,음식료품,2021,26289227767000.0,20507136770000.0,5782090997000.0,1524429392000.0,892393213000.0,1217786769000.0,1217786769000.0,10806800418000.0,26855804277000.0,16049003859000.0,7695894684000.0,7915867743000.0,8133136116000.0,35227272000.0,6359356027000.0,1096870152000.0,4940160945000.0,11160866010000.0,4520299370000.0,2616118100000.0,2338251516000.0,2153028876000.0,32763238,1686409257000.0,11160866010000.0,4257661605000.0,-625359234000.0,-1273855062000.0,19130203332000.0,642436206000.0,-469568280000.0,387500.0,6394583299000.0,14952133707000.0,15681165380000.0,51472.606492679384,8720,1144.61,109.6,0.5208,AA,AA,4305.0,2.9,2.88,2.68,2.86,2.96,2.42,1.36,1.41,1.35
CJ제일제당,097950,음식료품,2022,30079513121000.0,23524738847000.0,6554774274000.0,1664708210000.0,802674084000.0,1245523117000.0,1245523117000.0,11529022641000.0,30013241845000.0,18484219204000.0,9759274570000.0,9749512896000.0,8734706308000.0,19128978000.0,6908229589000.0,1797257804000.0,5451504037000.0,11912532880000.0,4658453985000.0,2914499020000.0,3201446372000.0,2562314004000.0,32763238,1627293112000.0,11912532880000.0,4890066064000.0,-1498466429000.0,551586831000.0,20225197721000.0,989290534000.0,-368825662000.0,380500.0,6927358567000.0,16686961400000.0,16570986865000.0,49668.2627034605,9160,1292.2,118.78,0.2292,AA,AA,4305.0,2.9,2.88,2.68,2.86,2.96,2.42,1.36,1.41,1.35
CS홀딩스,000590,기타금융,2018,122550868578.0,94019832445.0,28531036133.0,122550868578.0,12641149434.0,15913609527.0,15913609527.0,274752759527.0,304418192853.0,29665433326.0,188480772312.0,20778759270.0,8886674056.0,5190082094.0,0.0,78499770043.0,170650239186.0,36509965412.0,26532757664.0,17192581342.0,27903004598.0,6442451655.0,2308964,10186160370.0,36509965412.0,15211595763.0,-3412837207.0,-9868827759.0,115937420541.0,1766078675.0,3856129848.0,63900.0,5190082094.0,-48834336717.0,63042723076.0,4411.571756857188,7530,1100.58,103.48,-0.2916,,,1.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0
CS홀딩스,000590,기타금융,2019,134971514129.0,101877574480.0,33093939649.0,134971514129.0,16603891978.0,20410269221.0,20410269221.0,286152713131.0,314291512839.0,28138799708.0,194780328317.0,19134827728.0,9003971980.0,2031282000.0,0.0,102833356832.0,179721097043.0,40379637200.0,26244413291.0,18285934950.0,28260704466.0,7251171502.0,2308964,19701066944.0,40379637200.0,16068717934.0,12426651104.0,-7420253294.0,119511184522.0,2231622285.0,3535277072.0,58500.0,2031282000.0,-74694557124.0,66624050491.0,8532.427072921015,8350,1166.11,103.5,-0.5625,,,1.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0
CS홀딩스,000590,기타금융,2020,131637084502.0,98462604425.0,33174480077.0,131637084502.0,11835399356.0,14029512835.0,14029512835.0,295561249297.0,323725567844.0,28164318547.0,189858508854.0,18974454971.0,9189863576.0,2070896400.0,0.0,133785528522.0,187172792966.0,34338465881.0,26014267927.0,16303357834.0,31197093858.0,6127295389.0,2308964,19478812765.0,34338465881.0,17273210256.0,19294489379.0,-3055358485.0,133867058990.0,7443606037.0,3543724339.0,59000.0,2070896400.0,-105621209975.0,60352733808.0,8436.169972767007,8590,1180.01,103.03,0.2917,,,1.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0
CS홀딩스,000590,기타금융,2021,159017955309.0,118076364740.0,40941590569.0,159017955309.0,21065820782.0,25627739795.0,25627739795.0,312195867796.0,353716995747.0,41521127951.0,189086292937.0,29190455516.0,12330672435.0,3334477200.0,0.0,97563426313.0,200711408961.0,35334454125.0,25727213608.0,23921661300.0,45133423248.0,10692014999.0,2308964,8113504608.0,35334454125.0,21293888910.0,-43981537716.0,-4590077104.0,164630702810.0,4158441698.0,1680466032.0,64100.0,3334477200.0,-56042298362.0,61061667733.0,3513.91559504609,8720,1144.61,109.6,0.5208,,,1.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0
CS홀딩스,000590,기타금융,2022,175266452048.0,141658049341.0,33608402707.0,175266452048.0,18788497648.0,22814991200.0,22814991200.0,330428149572.0,364121570785.0,33693421213.0,213280099039.0,22982072997.0,10711348216.0,3498021600.0,0.0,115333179891.0,216703197781.0,34386483626.0,25534165054.0,23841226092.0,47232515134.0,7222652269.0,2308964,17143929892.0,34386483626.0,17976357372.0,4595962260.0,-3457306025.0,150841471746.0,8667650005.0,5897587890.0,57600.0,3498021600.0,-81639758678.0,59920648680.0,7424.9446470365065,9160,1292.2,118.78,0.2292,,,1.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0
DB,012030,서비스업,2018,237112635578.0,202065914852.0,35046720726.0,1620858098.0,-3975419555.0,-4674996909.0,-4674996909.0,137568033373.0,288416200594.0,150848167221.0,83654777587.0,60507431150.0,90340736071.0,63686976.0,0.0,27940938155.0,43645907827.0,4688281476.0,97439354812.0,36213882183.0,8353680593.0,17207093934.0,402347866,6756873010.0,4688281476.0,33425862628.0,-84811256086.0,92789383733.0,204761423007.0,6785887434.0,1662331060.0,831.0,63686976.0,122907229066.0,102127636288.0,16.79360966214246,7530,1100.58,103.48,-0.2916,,,898.0,3.03,2.91,3.35,2.98,2.73,2.41,1.01,0.99,0.73
DB,012030,서비스업,2019,238505592826.0,182396061305.0,56109531521.0,18493009586.0,4404485641.0,9716889655.0,9716889655.0,210991207819.0,363158130330.0,152166922511.0,83915480175.0,59208483421.0,92958439090.0,3768881457.0,0.0,24369948290.0,48111251010.0,2060705797.0,84273926261.0,35550952659.0,7259676438.0,16648344183.0,402347866,31005214654.0,2060705797.0,37616521935.0,-8752471297.0,-25836362718.0,279242650155.0,9244330723.0,4102959320.0,880.0,3768881457.0,127796974221.0,86334632058.0,77.06071604714315,8350,1166.11,103.5,-0.5625,,,898.0,3.03,2.91,3.35,2.98,2.73,2.41,1.01,0.99,0.73
DB,012030,서비스업,2020,272445840062.0,209303873970.0,63141966092.0,26874196003.0,6271086203.0,11661640010.0,11661640010.0,313704546734.0,472491491069.0,158786944335.0,88595762921.0,117921289862.0,40865654473.0,3893183125.0,0.0,18523471890.0,53962897420.0,1853997587.0,69099472521.0,52144778935.0,1431329604.0,25442304574.0,402347866,18194187310.0,1853997587.0,36267770089.0,-8980669642.0,-15059994068.0,383895728148.0,5993139939.0,4628085512.0,796.0,3893183125.0,140263472445.0,70953470108.0,45.220041778474354,8590,1180.01,103.03,0.2917,,,898.0,3.03,2.91,3.35,2.98,2.73,2.41,1.01,0.99,0.73
DB,012030,서비스업,2021,326914604920.0,265096737288.0,61817867632.0,23472667404.0,21705064303.0,28053109504.0,28053109504.0,437784122800.0,601998919354.0,164214796554.0,84468030488.0,50552473976.0,113662322578.0,4120000000.0,600000000.0,16709576793.0,77191801141.0,1642244532.0,65141177627.0,45040657354.0,3438672658.0,19128231054.0,402347866,18587524770.0,1642244532.0,38345200228.0,-1050624941.0,-19402734170.0,517530888866.0,5866762575.0,3637644522.0,950.0,4720000000.0,147505219761.0,66783422159.0,46.19764721207692,8720,1144.61,109.6,0.5208,,,898.0,3.03,2.91,3.35,2.98,2.73,2.41,1.01,0.99,0.73
DB,012030,서비스업,2022,401345502158.0,334566970684.0,66778531474.0,23608623380.0,5713047702.0,11069816097.0,11069816097.0,284983493606.0,414317384772.0,129333891166.0,114707456228.0,110484852478.0,18849038688.0,6309633653.0,0.0,26029808833.0,81719937969.0,1866494508.0,59957576463.0,57280150854.0,5729620923.0,33457028987.0,402347866,27104961664.0,1866494508.0,43169908094.0,-242761096.0,-17403778808.0,299609928544.0,8567287448.0,3300079922.0,803.0,6309633653.0,103304082333.0,61824070971.0,67.36698254042685,9160,1292.2,118.78,0.2292,,,898.0,3.03,2.91,3.35,2.98,2.73,2.41,1.01,0.99,0.73
DB하이텍,000990,전기전자,2018,669279136472.0,453942754545.0,215336381927.0,112993142556.0,86828767655.0,96113999904.0,96113999904.0,558391531244.0,1066533839753.0,508142308509.0,383378936944.0,156796450097.0,351345858412.0,15890934276.0,277380073265.0,119106292852.0,286926663501.0,597570490876.0,28180877364.0,98855165793.0,42891649316.0,36469257839.0,89022334,180343534220.0,597570490876.0,102343239371.0,-117302224953.0,-50894631639.0,683154902809.0,19469485997.0,19357079520.0,10850.0,293271007541.0,389036015657.0,625751368240.0,2025.8234772860483,7530,1100.58,103.48,-0.2916,,,821.0,3.04,3.12,3.03,2.66,3.12,2.3,1.62,1.58,1.58
DB하이텍,000990,전기전자,2019,807416422918.0,513292636950.0,294123785968.0,181292187959.0,104637012339.0,143965439877.0,143965439877.0,644650729765.0,1088889809571.0,444239079806.0,426263421167.0,219715556191.0,224523523615.0,30550406050.0,179746294431.0,84776806585.0,375643537563.0,616573799640.0,23416825636.0,102020672410.0,51837841227.0,30645242982.0,89022334,161078351164.0,616573799640.0,112831598009.0,-123954602484.0,-70941328635.0,662626388404.0,19925314170.0,15321313920.0,27600.0,210296700481.0,359462273221.0,639990625276.0,1809.4150526765563,8350,1166.11,103.5,-0.5625,,,821.0,3.04,3.12,3.03,2.66,3.12,2.3,1.62,1.58,1.58
DB하이텍,000990,전기전자,2020,935919766484.0,577034943664.0,358884822820.0,239335181312.0,166025591077.0,209655252129.0,209655252129.0,794584512577.0,1178581197181.0,383996684604.0,459208127449.0,261704001422.0,122292683182.0,15209836486.0,96717357788.0,48293560140.0,525382012788.0,674684075483.0,21500215361.0,102419518776.0,51848769524.0,36813081481.0,89022334,309982629774.0,674684075483.0,119549641508.0,-265310217823.0,-75974561562.0,719373069732.0,15858852387.0,30564692756.0,51000.0,111927194274.0,335703124464.0,696184290844.0,3482.077090609644,8590,1180.01,103.03,0.2917,,,821.0,3.04,3.12,3.03,2.66,3.12,2.3,1.62,1.58,1.58
DB하이텍,000990,전기전자,2021,1214682040178.0,679485436680.0,535196603498.0,399106778303.0,316891852008.0,420439748913.0,420439748913.0,1106049706046.0,1549937895854.0,443888189808.0,815161899425.0,335336853432.0,108551336376.0,33620487958.0,96499920000.0,183017846365.0,831968968093.0,657794904547.0,19259609957.0,134935586470.0,66017137668.0,44247176056.0,89022334,393129114790.0,657794904547.0,136089825195.0,-252766500051.0,-4884073073.0,734775996429.0,6281633675.0,67632245840.0,72700.0,130120407958.0,260870343443.0,677054514504.0,4416.072878857569,8720,1144.61,109.6,0.5208,,,821.0,3.04,3.12,3.03,2.66,3.12,2.3,1.62,1.58,1.58
DB하이텍,000990,전기전자,2022,1675287533666.0,742069764946.0,933217768720.0,768746685740.0,558836662217.0,747138338305.0,747138338305.0,1638284078393.0,2122700474808.0,484416396415.0,1327724119744.0,404353962296.0,80062434119.0,26652891819.0,68499960000.0,151311289546.0,1365860516069.0,737891093716.0,18370913452.0,122007611173.0,73768604576.0,48542142617.0,89022334,730063433619.0,737891093716.0,164471082980.0,-710089080981.0,-46026730701.0,794976355064.0,19677408149.0,120926946670.0,37150.0,95152851819.0,333105106869.0,756262007168.0,8200.901962635578,9160,1292.2,118.78,0.2292,,,821.0,3.04,3.12,3.03,2.66,3.12,2.3,1.62,1.58,1.58
DL,000210,화학,2018,10984485292300.0,9564323684890.0,1420161607410.0,845358145715.0,678088773944.0,894440698267.0,894440698267.0,6050244101632.0,12833716731566.0,6783472629934.0,6366648560495.0,4530043097731.0,2253429532203.0,813782755661.0,54168947318.0,2134502269006.0,4792991457618.0,2070162249991.0,51707208330.0,1808822122734.0,998864024596.0,1650573484350.0,77200000,1104521754686.0,2070162249991.0,574803461695.0,-380818178008.0,-525617963278.0,6467068171071.0,148668542454.0,235589096933.0,92620.0,867951702979.0,4648970360928.0,2121869458321.0,14307.276615103627,7530,1100.58,103.48,-0.2916,AA-,AA,364.0,2.22,2.21,1.94,2.02,2.6,1.82,0.23,0.32,0.32
DL,000210,화학,2019,1660433291503.0,1400618363390.0,259814928113.0,135985787217.0,710307661773.0,269303984291.0,269303984291.0,6736706809470.0,13445224177772.0,6708517368302.0,6739682949664.0,4271441266973.0,2437076101329.0,637522226299.0,30343181812.0,2559152679308.0,5329942337341.0,2017340959317.0,66257904353.0,1333415713904.0,1120088813774.0,1700601474919.0,77200000,952207650153.0,2017340959317.0,123829140896.0,-137292086450.0,-386757051760.0,6705541228108.0,59952904072.0,218495925785.0,81777.0,667865408111.0,4149364688994.0,2083598863670.0,12334.295986437824,8350,1166.11,103.5,-0.5625,AA-,AA,364.0,2.22,2.21,1.94,2.02,2.6,1.82,0.23,0.32,0.32
DL,000210,화학,2020,1566148811684.0,1251799225891.0,314349585793.0,119049765679.0,572657162958.0,44412467368.0,44412467368.0,3211323920412.0,13901859840255.0,10690535919843.0,9327817394762.0,8367655725684.0,2322880194159.0,298366575904.0,37448287715.0,1134780682945.0,5771434429011.0,1457813307191.0,477442123600.0,247341005802.0,145507032654.0,4098407123578.0,77200000,1366185205572.0,1457813307191.0,195299820114.0,-1475144249817.0,368863111471.0,4574042445493.0,78038068026.0,289679134904.0,75000.0,335814863619.0,9555755236898.0,1935255430791.0,17696.69955404145,8590,1180.01,103.03,0.2917,AA-,AA,364.0,2.22,2.21,1.94,2.02,2.6,1.82,0.23,0.32,0.32
DL,000210,화학,2021,2385420753496.0,1935220023569.0,450200729927.0,221893397682.0,875038328844.0,867941828310.0,867941828310.0,4530222052145.0,8322962606033.0,3792740553888.0,2512731845125.0,1460930581946.0,2331809971942.0,934280674957.0,34032509739.0,1756187977008.0,6588518256212.0,1515328487523.0,572290829631.0,321575391061.0,329716748446.0,399457624392.0,45283998,300778140679.0,1515328487523.0,228307332245.0,-175168342262.0,497735393741.0,5810230760908.0,75645613373.0,22368965167.0,60900.0,968313184696.0,2036552576880.0,2087619317154.0,6642.04032247771,8720,1144.61,109.6,0.5208,AA-,AA,364.0,2.22,2.21,1.94,2.02,2.6,1.82,0.23,0.32,0.32
DL,000210,화학,2022,5170810757434.0,4168452845252.0,1002357912182.0,280713485110.0,88672477154.0,110027817232.0,110027817232.0,4751010595908.0,12151037166011.0,7400026570103.0,3002744413405.0,2323118787433.0,5076907782670.0,1061989537245.0,42825787689.0,904068490660.0,6617776897306.0,3602238696602.0,1452613279407.0,678929254596.0,1155096117797.0,1055015420403.0,45283998,227911058323.0,3602238696602.0,721644427072.0,-2299569336531.0,1204547617458.0,9148292752606.0,296776480577.0,114324162510.0,59200.0,1104815324934.0,6495958079443.0,5054851976009.0,5032.927046834513,9160,1292.2,118.78,0.2292,AA-,AA,364.0,2.22,2.21,1.94,2.02,2.6,1.82,0.23,0.32,0.32
DL이앤씨,375500,건설업,2021,7631650898582.0,6245280043968.0,1386370854614.0,957257982914.0,635835953637.0,909251180295.0,909251180295.0,4497147166036.0,8701690202744.0,4204543036708.0,5354345946301.0,3136739509756.0,1067803526952.0,196552100620.0,13092568369.0,2044760806307.0,580286638489.0,132053783359.0,39310321147.0,979421210423.0,939555743852.0,1253457251413.0,42945246,580428921799.0,132053783359.0,429112871700.0,-337950703004.0,113616603188.0,3347344256443.0,69279395408.0,69968211346.0,59592.0,209644668989.0,2159782230401.0,171364104506.0,13515.557037419228,8720,1144.61,109.6,0.5208,,,941.0,3.24,3.33,3.13,3.04,3.48,2.06,2.92,2.9,2.89
DL이앤씨,375500,건설업,2022,7496823679468.0,6565498442410.0,931325237058.0,496965230080.0,431557865893.0,595473468875.0,595473468875.0,4692476509428.0,8974717444285.0,4282240934857.0,5403768957903.0,3210693538872.0,1071547395985.0,261212192561.0,14595538917.0,1752398719194.0,858083898891.0,132190317364.0,35292263674.0,1209238843861.0,852774611744.0,1311753112150.0,85838918,151964571116.0,132190317364.0,434360006978.0,-385734321290.0,-64770341386.0,3570948486382.0,57222959983.0,209215811053.0,33750.0,275807731478.0,2529842215663.0,167482581038.0,1770.3458367916521,9160,1292.2,118.78,0.2292,,,941.0,3.24,3.33,3.13,3.04,3.48,2.06,2.92,2.9,2.89
DN오토모티브,007340,전기전자,2018,908521022197.0,776307013662.0,132214008535.0,71691356957.0,58472495803.0,78843228307.0,78843228307.0,563528620692.0,870759625705.0,307231005013.0,454682427149.0,284270736447.0,22960268566.0,127360522794.0,0.0,151828241476.0,831709649971.0,292575716780.0,22039168188.0,133740703208.0,133818790873.0,112820465565.0,19988010,74155011183.0,292575716780.0,60522651578.0,-49398093401.0,36316959177.0,416077198556.0,3535079380.0,14065157181.0,32000.0,127360522794.0,155402763537.0,314614884968.0,3709.9746889760413,7530,1100.58,103.48,-0.2916,,,128.0,2.6,2.67,2.44,2.37,2.34,2.07,1.3,1.29,1.35
DN오토모티브,007340,전기전자,2019,903300771014.0,764935518747.0,138365252267.0,78115239042.0,68290129655.0,85042289353.0,85042289353.0,626101164680.0,911746199157.0,285645034477.0,431881632793.0,268372943940.0,17272090537.0,110699623455.0,0.0,122932866442.0,887953543640.0,319830548397.0,20897597735.0,137546178767.0,136947873948.0,100671820025.0,19988010,90547901759.0,319830548397.0,60250013225.0,-93930527957.0,-29429144097.0,479864566364.0,3278780678.0,17908176996.0,29350.0,110699623455.0,162712168035.0,340728146132.0,4530.110889428212,8350,1166.11,103.5,-0.5625,,,128.0,2.6,2.67,2.44,2.37,2.34,2.07,1.3,1.29,1.35
