id,corp,stock_code,sector,main_product,listing_date,settlement_month,representative_name,homepage,region,rank,predicted_rank
285,대원화성,24890,"플라스틱제품 제조업","합성피혁,벽지,DMF(폐용수)정제,방수투습원단,화공약 임가공,제조,도매,수출입",1997-10-28,12월,강동엽,http://www.daewon21.co.kr,서울특별시,NULL,JB
286,대창,12800,"1차 비철금속 제조업","황동봉,동합금괴 제조,판매",1989-12-05,12월,"조시영, 김옥렬",http://www.brassone.com,경기도,NULL,BBB
287,대창단조,15230,"자동차 신품 부품 제조업","자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조",1989-07-25,12월,박권일,http://www.dcf.co.kr,경상남도,NULL,JB
288,대한유화,6650,"기초 화학물질 제조업","폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조",1999-08-11,12월,강길순,http://www.kpic.co.kr,서울특별시,NULL,A+
289,대한전선,1440,"절연선 및 케이블 제조업","전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",1968-12-27,12월,송종민,http://www.taihan.com,경기도,NULL,AA-
290,대한제강,84010,"1차 철강 제조업","제강,철재,철근,환봉,마환봉,빌레트 제조",2005-10-31,12월,이경백,http://www.idaehan.com,부산광역시,NULL,A+
291,대한제분,1130,"곡물가공품, 전분 및 전분제품 제조업","소맥분,토코밀,프리믹스,밀가루조제품,제분부산물 제조/파스타 수입,판매",1970-11-25,12월,"이건영, 송인석",http://www.dhflour.co.kr,서울특별시,NULL,A+
292,대한해운,5880,"해상 운송업","외항화물운송,국제해운대리점",1992-04-23,12월,김만태,http://www.korealines.co.kr,서울특별시,NULL,A
293,더메디팜,118000,"기계장비 및 관련 물품 도매업","의료기기 도매",2009-12-30,12월,신범용,NULL,경기도,NULL,JB
294,더존비즈온,12510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","응용 소프트웨어 개발 및 공급업",1988-10-28,12월,김용우,http://www.douzone.com,강원특별자치도,NULL,A-
295,덕성,4830,"플라스틱제품 제조업","플라스틱레쟈,합성수지,합성피혁 제조,도매",1987-09-25,12월,"이봉근, 김성진 (각자대표이사)",http://www.duksung21.com,경기도,NULL,JB
296,덕양산업,24900,"자동차 신품 부품 제조업","자동차부품(CRASH PAD,TRIM PANEL) 제조,판매",1997-06-23,12월,"윤성희,한상욱",http://www.duckyang.co.kr,울산광역시,NULL,JB
297,덴티움,145720,"의료용 기기 제조업","치과용 기기 제조업",2017-03-15,12월,서승우,http://www.dentium.co.kr,서울특별시,NULL,A
298,도화엔지니어링,2150,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",2010-08-12,12월,"박승우,곽준상,손영일,김덕구",http://www.dohwa.co.kr,서울특별시,NULL,BBB
299,동국홀딩스,1230,"1차 철강 제조업","후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",1988-05-09,12월,장세욱,http://www.dongkuk.co.kr,서울특별시,NULL,A
300,동방,4140,"기타 운송관련 서비스업","육상운송,해상운송,항만화물하역,보관,창고,물류사업",1988-08-10,12월,"김형곤, 박창기",http://www.dongbang.co.kr,서울특별시,NULL,JB
301,동방아그로,7590,"비료, 농약 및 살균, 살충제 제조업","농약(잡초발생전 토양처리형 밭잡초약,부메랑,주움,그라목손) 제조,도매",1977-06-29,12월,"염병만, 염병진",http://www.dongbangagro.co.kr,서울특별시,NULL,JB
302,동부건설,5960,"토목 건설업","건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",1978-10-30,12월,윤진오,http://dbcon.dongbu.co.kr,서울특별시,NULL,BBB
303,동서,26960,"음·식료품 및 담배 도매업","식품 유통, 다류 및 연포장재 제조 등",2016-07-15,12월,김종원,http://www.dongsuh.com,서울특별시,NULL,AA-
304,동성케미컬,102260,"회사 본부 및 경영 컨설팅 서비스업",NULL,2008-06-23,12월,"이만우, 백진우 (각자 대표이사)",http://idongsung.com,부산광역시,NULL,A
305,동아지질,28100,"기반조성 및 시설물 축조관련 전문공사업","보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리",2009-06-12,12월,"박만규, 최정욱",http://www.dage.co.kr,부산광역시,NULL,JB
306,동아타이어,282690,"고무제품 제조업","타이어 및 튜브",2017-11-29,12월,"김상헌,황덕환",http://www.dongahtire.co.kr,경상남도,NULL,JB
307,동양,1520,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘/건설공사/산업용 송풍기",1976-06-25,12월,정진학,http://www.tongyanginc.co.kr,서울특별시,NULL,A+
308,동양고속,84670,"육상 여객 운송업","고속버스 운송/부동산 임대",2005-07-25,12월,백남근,http://www.dyexpress.co.kr,경기도,NULL,JB
309,동양철관,8970,"1차 철강 제조업","수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설",1977-03-05,12월,이곽우,http://www.dysp.co.kr,충청남도,NULL,JB
310,동양피스톤,92780,"자동차용 엔진 및 자동차 제조업","자동차엔진용 피스톤",2017-12-08,12월,홍순겸,NULL,경기도,NULL,JB
311,동원수산,30720,"어로 어업","원양어업/수산물 제조,가공/참치어류 냉동냉장업",1996-11-22,12월,"WANG KI YONG JR, 왕인상",http://www.dongwonfish.co.kr,서울특별시,NULL,JB
312,동일고무벨트,163560,"고무제품 제조업","산업용고무제품, 종합고무부품",2012-10-19,12월,이윤환,http://www.drbworld.com,부산광역시,NULL,JB
313,동일산업,4890,"1차 철강 제조업","봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매",2005-06-30,12월,"오순택, 오승민",http://www.dongil.co.kr,경상북도,NULL,A
314,동화약품,20,"의약품 제조업","의약품 제조,판매,수출입",1976-03-24,12월,유준하,http://www.dong-wha.co.kr,서울특별시,NULL,A
315,두올,16740,"자동차 신품 부품 제조업","시트 커버 및 시트 원단",2016-07-29,12월,"조인회, 정재열",http://www.idual.co.kr,서울특별시,NULL,BBB
316,드림텍,192650,"전자부품 제조업","모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등",2019-03-14,12월,"김형민, 박찬홍(각자대표)",http://www.idreamtech.co.kr,경기도,NULL,A
317,디아이,3160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업",1996-07-31,12월,"박원호 조윤형",http://www.di.co.kr,서울특별시,NULL,JB
318,디아이동일,1530,"상품 중개업","면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,12월,"서태원, 손재선",http://www.dong-il.com,서울특별시,NULL,BBB
319,디아이씨,92200,"자동차 신품 부품 제조업","자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역",2007-10-18,12월,김정렬,http://dicorp.co.kr,울산광역시,NULL,JB
320,디와이,13570,"기타 금융업","자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조",1989-05-30,12월,김진호,http://www.dy.co.kr,인천광역시,NULL,A
321,디와이파워,210540,"특수 목적용 기계 제조업","유공압기기 등",2015-01-15,12월,박치웅,http://power.dy.co.kr,경상남도,NULL,JB
322,락앤락,115390,"플라스틱제품 제조업","플라스틱 밀폐용기",2010-01-28,12월,이재호,NULL,경기도,NULL,A
323,롯데에너지머티리얼즈,20150,"전자부품 제조업","인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매",2011-03-04,12월,김연섭,http://www.lotteenergymaterials.com,전라북도,NULL,AA-
324,롯데정밀화학,4000,"기초 화학물질 제조업","염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",1976-04-15,12월,김용석,http://www.lottefinechem.com,울산광역시,NULL,AA-
325,롯데정보통신,286940,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","SM, SI",2018-07-27,12월,노준형,http://www.ldcc.co.kr,서울특별시,NULL,A+
326,메타랩스,90370,"봉제의복 제조업","여성용 의류(캐쥬얼티셔츠,바지) 제조",2006-12-26,12월,하지성,http://www.metalabs.co.kr,서울특별시,NULL,JB
327,명문제약,17180,"의약품 제조업","의약품(ROBAXIN 주사,KIMITE패취) 제조,판매",2008-07-10,12월,배철한,http://www.mmpharm.co.kr,경기도,NULL,JB
328,명신산업,9900,"자동차 신품 부품 제조업",자동차차체부품,2020-12-07,12월,최우철,http://www.myoungshinindustry.com,경상북도,NULL,A
329,모나미,5360,"생활용품 도매업","BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필",1974-06-26,12월,송하경,http://www.monami.com,경기도,NULL,JB
330,모두투어리츠,204210,"부동산 임대 및 공급업","호텔 부동산 취득, 관리, 개량 및 처분",2016-09-22,12월,최동주,http://www.modetourreit.com,서울특별시,NULL,JB
331,모토닉,9680,"자동차 신품 부품 제조업","자동차용 기화기(캬브레타,다이캐스트,연료펌프) 제조,판매",1994-01-14,12월,"김영봉, 신현돈(각자 대표이사)",http://www.motonic.co.kr,서울특별시,NULL,A
332,무림P&P,9580,"펄프, 종이 및 판지 제조업","표백화학펄프(B.K.P) 제조,목재가공,조림사업",1989-06-20,12월,이도균,http://www.moorimpnp.co.kr,울산광역시,NULL,BBB
333,미래산업,25560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역",1996-11-22,12월,선종업,http://www.mirae.co.kr,충청남도,NULL,JB
334,미래아이앤지,7120,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","CCTV, DVR제조, 금융솔루션, 방산제품",1999-11-26,12월,김학수,http://www.miraeing.co.kr,서울특별시,NULL,JB
335,미원상사,2840,"기타 화학제품 제조업","계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조",1989-09-25,12월,"홍창식, 강신우(각자대표)",http://www.mwc.co.kr,경기도,NULL,A
336,미원에스씨,268280,"기초 화학물질 제조업",에너지경화수지,2017-05-22,12월,"김형웅, 배원",http://www.miramer.co.kr,전라북도,NULL,A
337,미원홀딩스,107590,"기타 금융업",도료첨가제,2009-03-02,12월,"김정돈, 손응주",NULL,경기도,NULL,BBB
338,미창석유공업,3650,"석유 정제품 제조업","윤활유,고무배합유,전기절연유 제조,판매,수출입",1989-09-27,12월,유재순,http://www.michang.co.kr,부산광역시,NULL,A
339,바다로19호,155900,"운송장비 임대업",NULL,2012-06-29,12월,박현주,NULL,제주특별자치도,NULL,JB
340,백광산업,1340,"기초 화학물질 제조업","가성소다,합성염산 제조,판매",1976-06-10,12월,장영수,http://www.pkic.co.kr,전라북도,NULL,BBB
341,백산,35150,"플라스틱제품 제조업","P.U.인조피혁,부직포인공피혁 제조,무역",1999-08-11,12월,김한준,http://www.baiksan.co.kr,경기도,NULL,BBB
342,범양건영,2410,"건물 건설업","토목공사,주택건설,건축공사,난방공사,전기공사,포장공사",1988-05-25,12월,강병주,http://www.iby.co.kr,부산광역시,NULL,JB
343,벽산,7210,"기타 비금속 광물제품 제조업","단열재, 천장재, 외장재, 내장재, 외단열, 바닥재 등",1972-01-04,12월,"김 성 식",http://www.byucksan.com,서울특별시,NULL,BBB
344,보령,3850,"의약품 제조업","의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조",1988-10-24,12월,"김정균, 장두현",http://www.boryung.co.kr,서울특별시,NULL,A
345,보해양조,890,"알코올음료 제조업","주류(소주,매취,실비우스,위스키) 제조,음료 도매",1988-09-23,12월,"임지선, 조영석",http://www.bohae.co.kr,전라남도,NULL,JB
346,부광약품,3000,"의약품 제조업","의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조",1988-08-05,12월,"이우현,유희원(각자대표이사)",http://www.bukwang.co.kr,서울특별시,NULL,JB
347,부산산업,11390,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘 제조,판매",1990-09-14,12월,정영교,http://www.busanind.co.kr,부산광역시,NULL,JB
348,비비안,2070,"봉제의복 제조업","여성내의류(스타킹,화운데이숀,란제리),카바링사 제조,수출입/부동산 매매,임대",1976-07-13,12월,손영섭,http://www.vivien.co.kr,서울특별시,NULL,JB
349,비상교육,100220,"서적, 잡지 및 기타 인쇄물 출판업","참고서 출판/소프트웨어 개발,공급",2008-06-30,12월,양태회,http://www.visang.com,서울특별시,NULL,BBB
350,비에이치,90460,"전자부품 제조업","FPCB (연성인쇄회로기판)",2023-06-20,12월,최영식,http://www.bhe.co.kr,인천광역시,NULL,A+
351,비케이탑스,30790,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합소프트웨어 개발, 전자상거래",2010-11-02,12월,정상룡,http://www.bktops.co.kr,서울특별시,NULL,JB
352,빙그레,5180,"낙농제품 및 식용빙과류 제조업","아이스크림,우유,스낵,유산균(욥닥터캡슐) 제조",1978-08-31,12월,전창원,http://www.bing.co.kr,경기도,NULL,A
353,사조대림,3960,"수산물 가공 및 저장 처리업","게맛살,어육연제품,식용류,배합사료 제조",1976-09-16,12월,김상훈,http://dr.sajo.co.kr,서울특별시,NULL,A+
354,사조동아원,8040,"곡물가공품, 전분 및 전분제품 제조업","제분, 배합사료 제조",1989-06-24,12월,남동배,http://www.dongaone.com,서울특별시,NULL,JB
355,삼부토건,1470,"토목 건설업","토목공사,건축공사,포장공사,건설업,분양사업/건설자재 제조",1976-06-26,12월,"이응근, 정창래",http://www.sambu.co.kr,서울특별시,NULL,JB
356,삼성공조,6660,"자동차 신품 부품 제조업","자동차부품(라디에터,오일쿨러) 제조,판매",1987-11-28,12월,고호곤,http://www.samsungcc.co.kr,경상남도,NULL,JB
357,삼성에스디에스,18260,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT서비스, 물류BPO",2014-11-14,12월,황성우,http://www.samsungsds.com,서울특별시,NULL,AA+
358,삼성엔지니어링,28050,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리",1996-12-24,12월,남궁홍,http://www.samsungengineering.co.kr,서울특별시,NULL,AA-
359,삼성전기,9150,"전자부품 제조업","수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",1979-02-27,12월,장덕현,http://www.sem.samsung.co.kr,경기도,NULL,AA
360,삼성전자,5930,"통신 및 방송 장비 제조업","통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",1975-06-11,12월,"한종희, 경계현",http://www.samsung.com/sec,경기도,NULL,AA+
361,삼성중공업,10140,"선박 및 보트 건조업","선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",1994-01-28,12월,"최성안, 정진택",http://www.samsungshi.com,경기도,NULL,BBB
362,삼아알미늄,6110,"1차 비철금속 제조업","알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출",1980-12-05,12월,"한남희,하상용",http://www.sama-al.com,경기도,NULL,JB
363,삼양통상,2170,"가죽, 가방 및 유사제품 제조업","피혁원단,혁제운동화,혁제장갑,혁제스포츠용품 제조,상품중개,무역",1989-11-10,12월,"허남각, 허준홍 (2인 각자 대표이사)",http://www.samyangts.com,서울특별시,NULL,JB
364,삼영,3720,"플라스틱제품 제조업","합성수지(BOPP,캐파시타),PPC,랩,종이상자(카톤팩) 제조",1976-06-30,12월,"이석준, 조영한",http://www.sycc.co.kr,서울특별시,NULL,JB
365,삼영무역,2810,"기타 전문 도매업","화공약품, 안경렌즈",1988-03-28,12월,이승용,http://www.samyung.co.kr,서울특별시,NULL,A
366,삼영전자공업,5680,"전자부품 제조업","전자부품(알루미늄 전해콘덴서),전기이중층콘덴서,센서 제조,도매",1976-12-28,12월,"변동준, 김성수(각자 대표이사)",http://www.samyoung.co.kr,경기도,NULL,A
367,삼익THK,4380,"일반 목적용 기계 제조업","직선운동시스템,메카트로시스템,기타정밀 자동화기기 제조,판매/전자상거래,인터넷 관련 s/w,h/w 개발,판매,유지보수",1989-09-26,12월,"진영환, 진주완",http://www.samickthk.co.kr,대구광역시,NULL,BBB
368,삼익악기,2450,"악기 제조업","피아노,기타,현악기,전자악기,동 부분품 제조,임대,도매",1988-09-30,12월,"김종섭, 이형국",http://www.samick.co.kr,충청북도,NULL,A-
369,삼일씨엔에스,4440,"시멘트, 석회, 플라스터 및 그 제품 제조업","PHC파일, 골재, 강교제작",2016-03-30,12월,강흥구,http://www.esamilcns.com,서울특별시,NULL,JB
370,삼진제약,5500,"의약품 제조업","의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배",1988-06-18,12월,최용주,http://www.samjinpharm.co.kr,서울특별시,NULL,A-
371,삼호개발,10960,"기반조성 및 시설물 축조관련 전문공사업","토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대",2005-05-12,12월,심재범,http://www.samhodev.co.kr/,충청남도,NULL,JB
372,삼화왕관,4450,"기타 금속 가공제품 제조업","납세용 일반병마개,알루미늄캡,플라스틱캡 제조,판매,금속인쇄,수출",1976-05-28,12월,고기영,http://www.samhwa.co.kr,경기도,NULL,JB
373,삼화전기,9470,"전자부품 제조업","콘덴서 제조,판매",1986-11-24,12월,"오영주, 박종온",http://www.samwha.co.kr,충청북도,NULL,JB
374,삼화전자공업,11230,"영상 및 음향기기 제조업","전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매",1987-05-25,12월,"오영주, 이건화",http://www.samwha.co.kr,경기도,NULL,JB
375,삼화콘덴서공업,1820,"전자부품 제조업","콘덴서(축전기) 제조",1976-06-26,12월,"오영주, 박진",http://www.samwha.com,경기도,NULL,BBB
376,상신브레이크,41650,"자동차 신품 부품 제조업","자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대",2004-10-27,12월,"김효일, 박세종",http://www.sangsin.com,대구광역시,NULL,JB
377,새론오토모티브,75180,"자동차 신품 부품 제조업","자동차부품(브레이크패드,라이닝)",2005-10-21,12월,"정경호, 이시이 야스지",http://www.saeronauto.co.kr,충청남도,NULL,JB
378,샘표,7540,"기타 금융업","간장,된장,고추장 제조,가공,판매,무역",1976-06-29,12월,박진선,http://www.sempio.com,서울특별시,NULL,BBB
379,샘표식품,248170,"기타 식품 제조업",간장,2016-08-09,12월,박진선,http://www.sempio.com,서울특별시,NULL,BBB
380,서연,7860,"기타 금융업","자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매",1989-09-09,12월,유양석,http://www.seo-yon.com,경기도,NULL,A
381,서연이화,200880,"자동차 신품 부품 제조업","자동차 도어 트림 및 시트",2014-08-08,12월,강용석,http://www.seoyoneh.com,경기도,NULL,BBB
382,서울도시가스,17390,"연료용 가스 제조 및 배관공급업","도시가스공급,가스공급설비공사",1995-08-18,12월,"공동대표이사 박근원 공동대표이사 김진철",http://www.seoulgas.co.kr,서울특별시,NULL,AA-
383,선도전기,7610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,중전기기 제조,도매/전기공사",1989-11-30,12월,하봉수,http://www.seondo.co.kr,경기도,NULL,JB
384,선진,136490,"동물용 사료 및 조제식품 제조업",조제동물사료,2011-02-16,12월,이범권,NULL,경기도,NULL,BBB
385,성문전자,14910,"전자부품 제조업","콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매",1990-03-24,12월,신준섭,http://www.smec-korea.co.kr,경기도,NULL,JB
386,성보화학,3080,"비료, 농약 및 살균, 살충제 제조업","완제농약(해비치과립,카스텔란),원제농약(슈퍼유나니,다이아톤) 제조,도매",1976-12-23,12월,윤정선,http://www.sbcc.kr,경기도,NULL,JB
387,성신양회,4980,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트,레미콘 제조",1976-06-30,12월,한인호,http://www.sungshincement.co.kr,서울특별시,NULL,BBB
388,성안,11300,"직물직조 및 직물제품 제조업","제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입",1995-11-10,12월,"성동훈, 이준영(각자 대표이사)",http://www.startex.co.kr,대구광역시,NULL,JB
389,성창기업지주,180,"회사 본부 및 경영 컨설팅 서비스업","합판, 마루, 파티클보드, 우드칩, 포르말린 등 제조",1976-06-02,12월,우인석,http://www.sce.kr,부산광역시,NULL,JB
390,세방,4360,"도로 화물 운송업","도로운송,항만하역,창고,지게차 임대",1977-05-19,12월,최종일,http://www.sebang.com,부산광역시,NULL,A+
391,세방전지,4490,"일차전지 및 축전지 제조업","자동차용 및 산업용 축전지(연축전지) 제조,판매",1987-11-28,12월,"대표이사 김대웅",http://www.gbattery.com,서울특별시,NULL,A+
392,세아제강지주,3030,"기타 금융업",경영컨설팅업,1969-05-13,12월,"이주성, 김태현",http://www.seahsteel.co.kr/company/holdings/,서울특별시,NULL,A+
393,세아특수강,19440,"1차 철강 제조업","냉간압조용선재,마봉강,스테인레스봉강 제조",2011-06-01,12월,서영범,http://www.seahsp.co.kr,경상북도,NULL,A
394,세우글로벌,13000,"기타 전문 도매업","화공약품.엔지니어링 플라스틱,페놀계제품,석유화학제품 판매/철재가구,사무목재가구 제조/교육사업",1989-09-05,12월,안백순,http://www.sewoo21.co.kr,인천광역시,NULL,JB
395,세원이앤씨,91090,"구조용 금속제품, 탱크 및 증기발생기 제조업","화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",2006-07-31,12월,"이종인, 김동화 (각자대표이사)",http://www.sewonenc.com,경상남도,NULL,JB
396,세종공업,33530,"자동차 신품 부품 제조업","자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조",2002-09-25,12월,"김익석, 최정연 (각자 대표이사)",http://www.sjku.co.kr,울산광역시,NULL,A-
397,세진중공업,75580,"선박 및 보트 건조업","선박 Deck House, LPG Tank, Upper Deck Unit, 해양플랜트 Living Quarter",2015-11-30,12월,최양환,http://www.sejinheavy.com,울산광역시,NULL,JB
398,셀트리온,68270,"기초 의약물질 및 생물학적 제제 제조업","램시마, 트룩시마, 허쥬마",2018-02-09,12월,기우성,http://www.celltrion.com,인천광역시,NULL,AA
399,솔루스첨단소재,336370,"전자부품 제조업","동박, 유압기기 등",2019-10-18,12월,"진대제, 서광벽(각자 대표이사)",http://www.solusadvancedmaterials.com,전라북도,NULL,A+
400,솔루엠,248070,"전자부품 제조업","POWER, 3in1 Board, ESL 등",2021-02-02,12월,전성호,http://www.solu-m.com,경기도,NULL,BBB
401,송원산업,4430,"기타 화학제품 제조업","폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조",1977-06-25,12월,"김충식 대표이사",http://www.songwon.com,울산광역시,NULL,A+
402,수산인더스트리,126720,"건물설비 설치 공사업","전력발전설비 정비 용역",2022-08-01,12월,"한봉섭,김병현(각자대표)",http://www.soosanind.co.kr,충청남도,NULL,A
403,수산중공업,17550,"특수 목적용 기계 제조업","유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매",1991-08-30,12월,"정석현, 신수근(각자 대표이사)",http://www.soosan.co.kr,경기도,NULL,BBB
404,시디즈,134790,"가구 제조업",의자,2011-01-25,12월,강성문,http://www.sidiz.com,경기도,NULL,JB
405,신대양제지,16590,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입",1995-12-21,12월,"권혁홍, 이상천(각자 대표이사)",http://www.dygroup.co.kr,경기도,NULL,A
406,신도리코,29530,"컴퓨터 및 주변장치 제조업","복사기, 3D프린터, 프린터, 주변기기 제조,판매",1996-12-24,12월,박동안,http://www.sindoh.com,서울특별시,NULL,AA-
407,신라교역,4970,"어로 어업","원양어업(참치,명태,휠레트,연육,명란,새우),어획물 판매/직물 수출",1976-06-30,12월,김호운,http://www.sla.co.kr,서울특별시,NULL,A
408,신성이엔지,11930,"반도체 제조업","태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31,12월,"이지선, 안윤수",http://www.shinsungeng.com,경기도,NULL,JB
409,신세계I&C,35510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권",2006-05-18,12월,형태준,http://www.shinsegae-inc.com,서울특별시,NULL,A
410,신세계인터내셔날,31430,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매",2011-07-14,12월,"윌리엄 김(KIM WILLIAM PAK)",http://www.sikorea.co.kr,서울특별시,NULL,A+
411,신송홀딩스,6880,"산업용 농·축산물 및 동·식물 도매업","사업경영 및 관리자문",2013-11-21,12월,조갑주,http://www.singsongholdings.com,서울특별시,NULL,JB
412,신영와코루,5800,"봉제의복 제조업","여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조",1976-12-28,12월,"이의평, 이성원",http://www.shinyoungwacoal.co.kr/,서울특별시,NULL,JB
413,신풍,2870,"기타 전문 도매업","마닐라판지 제조,도소매",1976-06-30,12월,정학헌,http://spinc.co.kr,경기도,NULL,JB
414,신풍제약,19170,"의약품 제조업","의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매",1990-01-20,12월,"유 제 만",http://www.shinpoong.co.kr,경기도,NULL,JB
415,신흥,4080,"기계장비 및 관련 물품 도매업","치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대",1991-02-08,12월,이용익,http://www.shinhung.co.kr,서울특별시,NULL,JB
416,쌍방울,102280,"봉제의복 제조업",NULL,2008-06-10,12월,김세호,http://www.sbw.co.kr,서울특별시,NULL,JB
417,써니전자,4770,"전자부품 제조업","수정진동자,수정발진기,초음파지연선,MCF,축수나사 제조,도매,수출입",1987-04-22,12월,차상권,http://www.sunny.co.kr,충청북도,NULL,JB
418,쎌마테라퓨틱스,15540,"기타 사업지원 서비스업","교육서비스, 의약품개발, 상품권유통",1989-09-02,12월,송관호,http://www.thelma.co.kr,서울특별시,NULL,JB
419,쏘카,403550,"운송장비 임대업","카셰어링, 모빌리티 플랫폼 등",2022-08-22,12월,박재욱,http://www.socarcorp.kr,제주특별자치도,NULL,BBB
420,씨아이테크,4920,"그외 기타 제품 제조업","컴퓨터 소프트웨어,하드웨어 서버,도매",1989-11-30,12월,김대영,http://www.citech.kr,서울특별시,NULL,JB
421,씨에스윈드,112610,"구조용 금속제품, 탱크 및 증기발생기 제조업","풍력발전타워 제조",2014-11-27,12월,"김성권, 김승범",http://www.cswind.com,서울특별시,NULL,A
422,씨티알모빌리티,308170,"자동차 신품 부품 제조업","이너레이스, 오디 클러치보스, 로터샤프트, 슬리브기어, 컨트롤 암, 엑슬",2019-11-25,12월,"이동옥, 강태룡",http://www.centralmotek.co.kr,울산광역시,NULL,JB
423,아남전자,8700,"영상 및 음향기기 제조업","칼라TV,오디오,비디오 제조,도매",1984-08-11,12월,김태수,http://www.aname.co.kr,서울특별시,NULL,JB
424,아모레퍼시픽,90430,"기타 화학제품 제조업","화장품,생활용품 제조, 판매",2006-06-29,12월,"서경배, 김승환, 이동순",http://www.apgroup.com,서울특별시,NULL,AA-
425,아모레퍼시픽그룹,2790,"기타 화학제품 제조업",지주회사,1973-04-30,12월,"서경배, 이상목",http://www.apgroup.com,서울특별시,NULL,AA-
